"product","gene","rank"
0.445419781728252,"LINC00657",163
0.444865329144111,"TUBB2A",164
0.443507767162497,"DLGAP2",165
0.442417551514439,"THY1",166
0.442293479322041,"CPE",167
0.441797526456108,"PKM",168
0.439165676275695,"TMEM232",169
0.437179592037986,"PHYHIPL",170
0.437113221175094,"MIR137HG",171
0.435676601569196,"RP11-368L12.1",172
0.435452435040719,"GDI1",173
0.433678984593956,"SDK1",174
0.430891976030203,"CA10",175
0.42952759912639,"PJA2",176
0.429229405124905,"SLC39A10",177
0.426844295709232,"GLIS3",178
0.423639066650292,"PDZD2",179
0.421050206421986,"SERPINE2",180
0.420334155534181,"UBC",181
0.416515058875645,"FKBP8",182
0.411452556193444,"DSTN",183
0.411438460811172,"RSRP1",184
0.41001308699072,"PDE7B",185
0.409493682833998,"IDS",186
0.409001453303586,"CELF4",187
0.404154117054518,"TMEM117",188
0.403576981653267,"FRAS1",189
0.401864390266337,"GNAS",190
0.400869190248037,"SERINC1",191
0.399240915976243,"LMO3",192
0.398771748086647,"MPDZ",193
0.398559536370304,"HYDIN2",194
0.398512204633806,"ARID5B",195
0.398427684542043,"EIF4A2",196
0.396025046733377,"RCAN2",197
0.395761684905918,"GRIA1",198
0.395131170672666,"ZDHHC21",199
0.394482183956621,"SCN1A",200
0.391189675395219,"KSR2",201
0.388118987676366,"ZNF804A",202
0.384573649169487,"TSPAN7",203
0.381104172663632,"EPHA3",204
0.381011163826716,"GUCY1A2",205
0.378925368478522,"NR3C2",206
0.376987487707613,"TTC3P1",207
0.376573417005993,"HSP90B1",208
0.374902612440791,"KCNC2",209
0.37345730764667,"MGAT4C",210
0.373391840249177,"CFL1",211
0.371976684746762,"ATPIF1",212
0.371864888421067,"NDRG4",213
0.370626917078969,"MARCH1",214
0.369816895765694,"LINC01322",215
0.367224048871212,"ETNK1",216
0.364758585979351,"UQCRB",217
0.364545542502418,"PREPL",218
0.364518625607898,"TUBB4A",219
0.363725536815211,"MEF2A",220
0.361542693385886,"OR2L13",221
0.359527025609331,"TMEM161B-AS1",222
0.357362170052923,"LPPR4",223
0.354862245326172,"SCAI",224
0.354417526256826,"AC016739.2",225
0.354273737675565,"TBRG1",226
0.353231440977539,"SNED1",227
0.352666491365295,"PRKG1",228
0.349363829657618,"ARPP19",229
0.344576506028689,"AUTS2",230
0.342710302697612,"CENPP",231
0.339997002071936,"BDNF",232
0.337288341358157,"SARAF",233
0.337183261069078,"SHC3",234
0.335125521394036,"CLSTN1",235
0.334771902132513,"INO80D",236
0.334234083299298,"HSP90AA1",237
0.332988328247851,"PCLO",238
0.332552406958026,"LUC7L3",239
0.32945818580542,"ENO2",240
0.328554854594774,"HMGCR",241
0.327222431012558,"ATP1A3",242
0.325946433540061,"USP11",243
0.322818176273893,"ZFAND5",244
0.320905857362643,"COX5B",245
0.320858494268929,"GLS",246
0.320532055352388,"AC007969.5",247
0.32038899896297,"RP11-219A15.1",248
0.320218568730882,"YWHAB",249
0.319688440783636,"SNTG1",250
0.319033880953078,"NDUFA3",251
0.314718460687109,"DNM1",252
0.31461043313446,"LINC-PINT",253
0.313932454362413,"SRSF5",254
0.312981720929006,"EIF1",255
0.312964240103084,"SEZ6L2",256
0.311007565499005,"RP11-314P15.2",257
0.310034345418436,"KIF13A",258
0.309538117993551,"HIVEP2",259
0.30723784721393,"NDFIP2",260
0.307039709456475,"GYG2P1",261
0.306113418479785,"ATP5I",262
0.303734946573499,"TUBB",263
0.303481738723373,"HNRNPDL",264
0.303053774974292,"WDR60",265
0.302762331181707,"RUNDC3A",266
0.300425560653722,"ZFPM2",267
0.300072380130427,"ARGLU1",268
0.299873598156993,"CA11",269
0.299615323844133,"KLC1",270
0.299192512342033,"ATP5D",271
0.297780095173067,"YWHAE",272
0.29277389249863,"RTN4",273
0.292465346968573,"PRICKLE2",274
0.292154966275832,"TMTC1",275
0.29162514896997,"PLD3",276
0.289559943647317,"NDFIP1",277
0.286608928595821,"TMSB4X",278
0.284677300163258,"AMPH",279
0.282898374734482,"CES4A",280
0.281787106117343,"ARHGDIG",281
0.281378363820838,"CACNB2",282
0.281030745310947,"PKD1",283
0.280602183304207,"RP11-673E1.4",284
0.280333199655986,"PEA15",285
0.278136309238063,"TTN-AS1",286
0.278121958437201,"STMN4",287
0.277893492798348,"AP2A2",288
0.276937436907131,"NTRK2",289
0.276346695872245,"GABRA1",290
0.275724624793196,"bP-21201H5.1",291
0.271856129831092,"SNCG",292
0.271519118758843,"PLEKHA7",293
0.270607545223881,"ATP5B",294
0.270590687920529,"RHBDD2",295
0.270355921797269,"SYT5",296
0.269401376142318,"TSHZ2",297
0.269121022037525,"LY6E",298
0.268389062196598,"GNAL",299
0.26557243056671,"DDRGK1",300
0.265473178551317,"C1QTNF4",301
0.26377833063681,"PLXDC2",302
0.262690021317966,"FOS",303
0.260600158557036,"NCKAP1",304
0.260235808308972,"SPRED1",305
0.259656645972398,"RP11-583F2.1",306
0.259568424589826,"CLSTN2",307
0.259508120349848,"CDH2",308
0.259507246413112,"PGAM1",309
0.256866352965702,"ITM2B",310
0.256550622880415,"NDUFS5",311
0.256453038584699,"PNISR",312
0.255974013087613,"DOC2A",313
0.255677015635408,"TNKS",314
0.255508699031444,"CALN1",315
0.25474918919117,"PCSK1N",316
0.253839358303669,"LMO4",317
0.253127867687282,"PFDN2",318
0.252164171492835,"DLGAP1-AS4",319
0.251277274292737,"GABARAPL1",320
0.251063900743602,"PSAP",321
0.250547550185447,"RAP1GAP",322
0.250343100354216,"NCDN",323
0.249183732337488,"GRINA",324
0.248041624071523,"NIPAL2",325
0.247610366688344,"ZNF331",326
0.246852630237379,"ITM2C",327
0.246474034285912,"KCNQ2",328
0.244064091521905,"SV2A",329
0.241553936299757,"TCEB2",330
0.241358195509653,"TENM4",331
0.241312330410446,"RP11-34P1.2",332
0.24088154015956,"HTR2A",333
0.240121425090936,"AC091878.1",334
0.239951472378144,"PRDX5",335
0.239842348014356,"CNTNAP5",336
0.239022600298055,"SYNPR",337
0.238670841173616,"CHGA",338
0.238455703526031,"PRNP",339
0.237878734215299,"RP11-436D23.1",340
0.237739359745511,"RP11-191L9.4",341
0.237528020863993,"KCNMB2-AS1",342
0.23752024146042,"PTMA",343
0.236521946341187,"ASIC2",344
0.236210184615046,"MT3",345
0.235810849308577,"PAM",346
0.235719547766408,"RP11-745L13.2",347
0.235221015649265,"GABBR1",348
0.234721396648694,"ATP2B2",349
0.233361899934729,"STXBP1",350
0.233197409653902,"RAP2A",351
0.233029441118394,"LYNX1",352
0.231839897012704,"NEFM",353
0.229590166450475,"RAPH1",354
0.22927525038222,"CAMKV",355
0.228754690895396,"RABAC1",356
0.226841891781042,"KIF21A",357
0.226742271850478,"ATP6V0B",358
0.226465556699386,"TUBA4A",359
0.226463143761401,"CHCHD10",360
0.22606676768298,"RNPC3",361
0.225578633815437,"MYO16",362
0.224438704504463,"RP11-624C23.1",363
0.224372497295412,"ACSL3",364
0.223154381133456,"ATP2A2",365
0.223148876290837,"DNAJC6",366
0.222820680981365,"KIF1A",367
0.222196022697593,"YWHAZ",368
0.221587420230915,"BMPER",369
0.221275237150308,"NAALADL2",370
0.220168580165823,"VSTM2L",371
0.22015638565157,"EDF1",372
0.21869123607962,"STMN3",373
0.217708091229397,"FAM171B",374
0.214324681005076,"TCF25",375
0.213636332047291,"CABP1",376
0.21357195485383,"WASF1",377
0.212776335902223,"EEF2",378
0.212345324381619,"NAPB",379
0.211901792537876,"GABRD",380
0.210747063906894,"HPCAL1",381
0.210422751488528,"KIAA1107",382
0.210218819344726,"PPIA",383
0.210024302405882,"GAP43",384
0.209246114503605,"EID1",385
0.208867985851753,"FZD3",386
0.208099492797082,"COX4I1",387
0.208078111695902,"LUZP2",388
0.207903438276219,"SNRNP70",389
0.207684535175733,"N4BP2L2",390
0.205594682098761,"C4orf48",391
0.203849223687196,"VGF",392
0.203816784095268,"TUBB4B",393
0.202924062752156,"CADPS2",394
0.202373033487611,"NDUFB7",395
0.201161953773671,"PIN1",396
0.199869971122665,"MAN2A1",397
0.199629797417647,"VDAC1",398
0.199230467471846,"MLF2",399
0.198735641047133,"NTM",400
0.198572503551638,"HSPH1",401
0.197945845013756,"SIDT1",402
0.197863637162693,"SAT2",403
0.19752161687352,"PCDH11X",404
0.1970834929475,"ADAMTS9-AS2",405
0.196148910814605,"OLFM1",406
0.195681860195109,"MAP1LC3A",407
0.19531388837836,"APLP2",408
0.194001195872795,"IMMP2L",409
0.193700196565292,"NR4A1",410
0.193452352000767,"FAM153B",411
0.192694580775657,"SLITRK4",412
0.191231775746097,"ANXA6",413
0.191048273438799,"ACADVL",414
0.190630947394944,"CHCHD2",415
0.18995839063478,"FAM153C",416
0.189089643648555,"PDGFD",417
0.18888099279727,"CAMK2B",418
0.188650816518473,"PNMA2",419
0.187640922838955,"TTC9B",420
0.18681097433694,"TUBA1B",421
0.186113889325381,"RP3-417G15.1",422
0.184610687170932,"ZBTB18",423
0.184218789986833,"PCDH8",424
0.182231494747445,"SLC24A2",425
0.182112212478622,"GUK1",426
0.181894835106678,"SCN3B",427
0.18027275735007,"THSD7A",428
0.178610379204283,"FAM19A1",429
0.177813417565095,"HMGCS1",430
0.177811609401883,"CHD5",431
0.177381231337862,"AES",432
0.176863124605124,"EML6",433
0.176833266388578,"DIRAS1",434
0.176822680220984,"ACAP3",435
0.17662829925275,"PRKAR1A",436
0.176433065331144,"CHGB",437
0.176050807870297,"TSPYL1",438
0.175248771450206,"LENG8",439
0.17459763534674,"DKK3",440
0.173937371111525,"RP11-594C13.1",441
0.17342445620397,"GHITM",442
0.173375843452429,"YJEFN3",443
0.172187626481781,"SERINC3",444
0.172134211237629,"LY86-AS1",445
0.171649639303218,"MICAL2",446
0.170360321053421,"BSG",447
0.170103144724649,"RP11-384F7.1",448
0.169599007163653,"KIFC2",449
0.169367767982223,"MDH1",450
0.169122895468316,"GPC5",451
0.169018605720077,"ATP6AP2",452
0.167069438323883,"NUCKS1",453
0.165667033453311,"PTCHD1-AS",454
0.163071119808642,"MYEOV2",455
0.163013047429454,"RIMS1",456
0.162399914488505,"BIN1",457
0.162041432578152,"ELAVL2",458
0.161869127319258,"RFTN1",459
0.161590171126176,"TMX4",460
0.161497945819835,"PURA",461
0.16076226473109,"FAM153A",462
0.160715036294981,"PGRMC1",463
0.159749322997271,"GABARAPL2",464
0.159185272776293,"ANKRD20A11P",465
0.158920237968279,"BAI2",466
0.158487686592823,"DGCR5",467
0.15842700485929,"FAM127A",468
0.156884982445587,"UBB",469
0.15630673506772,"PRMT9",470
0.15581958301378,"RP11-321A17.3",471
0.155744717648025,"CRIP2",472
0.154843384354957,"COX7C",473
0.154373050320817,"DNAJB2",474
0.152646800737334,"CTC-552D5.1",475
0.152233740732919,"TMEM130",476
0.151023614866875,"UQCRQ",477
0.149859691807156,"CAMK2D",478
0.148630618987638,"STAT4",479
0.147362211038508,"CLTB",480
0.147329951388882,"NDUFB2",481
0.146993049709401,"GABPB1-AS1",482
0.14678606110136,"CCDC85B",483
0.146473035586167,"PDP1",484
0.145632368082584,"NWD2",485
0.144991226250977,"NTNG1",486
0.144900596933981,"TBCB",487
0.144046586737338,"CDH13",488
0.143991750279187,"NAT8L",489
0.142476089025417,"HNRNPA3",490
0.141496502045426,"BEX4",491
0.141442687281,"SORBS1",492
0.141348198661395,"MZT2B",493
0.140952955305725,"PINK1",494
0.140372960358612,"EFNA5",495
0.140266947828732,"MAPK4",496
0.140127166425725,"ATP6V0E2",497
0.139908520295114,"SNAP25-AS1",498
0.138590669534299,"ZEB1",499
0.138233349106254,"ACTG1",500
0.138149227857699,"CACNA1A",501
0.137589243936252,"SYNGR1",502
0.137214332915226,"BCL11A",503
0.136712090957506,"NPTX2",504
0.135796429348129,"ARID4A",505
0.135619075014278,"RP11-946L20.4",506
0.135545929794667,"BAI1",507
0.135180082148254,"ROBO2",508
0.135139605851333,"STX1A",509
0.134793358813159,"GUCY1B3",510
0.134479759545387,"ZNF804B",511
0.134398428673939,"SCAMP5",512
0.134111978984589,"DUSP6",513
0.131707106969801,"CLIP3",514
0.131394417964775,"PPDPF",515
0.131296323538063,"ZNF428",516
0.131155150188215,"FAM49A",517
0.130950548825658,"RAB3C",518
0.13050695844578,"TMEM160",519
0.130129174858463,"ATP6AP1",520
0.129550201771611,"TPI1",521
0.129241502716586,"DHCR24",522
0.12917648200352,"TCEAL2",523
0.128991641874272,"SGCZ",524
0.128693249493473,"PCBP1",525
0.128670968551724,"AC007563.5",526
0.126774410613039,"LY6H",527
0.126400123261506,"PTMS",528
0.12545027293203,"PLK2",529
0.125172895145979,"GADD45GIP1",530
0.125029176656728,"MIB1",531
0.124426089489723,"ARHGAP10",532
0.122773019840477,"FAM195B",533
0.122552050301054,"CTSB",534
0.121913742226135,"PGM2L1",535
0.121876663772017,"STMN1",536
0.120460934680589,"RP11-796G6.1",537
0.120152525641239,"DNAJA1",538
0.119757703790111,"MPHOSPH8",539
0.119646809222187,"JUNB",540
0.118896085384004,"PPP3CB",541
0.118849039468106,"FLJ39080",542
0.118700541006663,"LDHB",543
0.118429644892208,"SYN1",544
0.118226624481621,"EPHB6",545
0.116351272287903,"MTCH1",546
0.115715872083751,"GPR22",547
0.114704339791976,"COX6B1",548
0.112805373373874,"COL19A1",549
0.112754912836397,"RTF1",550
0.112637376751736,"TOLLIP",551
0.111853598161332,"SLIT3",552
0.111525717576229,"AC027612.6",553
0.111256651978712,"BAIAP2",554
0.111200734669677,"OCIAD1",555
0.107014844931146,"C14orf2",556
0.106661269974748,"SLC44A5",557
0.106395909529669,"PTPRT",558
0.105859636468098,"SYP",559
0.105794473186919,"COX7CP1",560
0.105473089170459,"SKP1",561
0.104039791613694,"NSMF",562
0.103808620289399,"LRRC4C",563
0.103468460631754,"CORO6",564
0.10299551197439,"RORA",565
0.102272057137557,"SULT4A1",566
0.101912795902181,"HNRNPK",567
0.101875388502096,"DYNLL2",568
0.101742225519152,"SLC12A5",569
0.101232878999729,"TGFBR3L",570
0.100903104586342,"PCP4",571
0.100627446693042,"EEF1A1",572
0.10050283498311,"MRPL41",573
0.100288225119509,"C19orf60",574
0.0998591646283299,"HPCA",575
0.0995148446260299,"MAPK8IP1",576
0.099440251199395,"KCNJ4",577
0.0991643054728824,"SRRM2",578
0.0983763178965944,"TERF2IP",579
0.0978835590240455,"CEND1",580
0.0966054557162496,"COX6C",581
0.095986429053657,"KCNH5",582
0.0956252139257281,"RMST",583
0.0955718743441534,"UBL5",584
0.0939340412616696,"MARCKS",585
0.0934150367859514,"DDX17",586
0.0932511898132202,"REEP2",587
0.089045463849463,"FXYD7",588
0.0888847756209659,"RAC1",589
0.0881215405953091,"ATP6V1B2",590
0.0876902196786173,"RIMBP2",591
0.0875209478508479,"TOP1",592
0.0863094125093298,"TMEM30A",593
0.0861569527958693,"CTXN1",594
0.0852125629543139,"INTS1",595
0.0844096036842563,"C1orf115",596
0.0832817020307397,"DGKZ",597
0.083048208512815,"SYT3",598
0.0829736173240561,"HSPA8",599
0.0826838531885601,"YPEL3",600
0.082277232952515,"ARL6IP5",601
0.0812243550731817,"RP11-154D17.1",602
0.0809937245122905,"B4GAT1",603
0.0804627098312878,"NAP1L3",604
0.080230505500096,"CAPNS1",605
0.0796243284775401,"MIR181A1HG",606
0.0792639513973192,"DPYSL2",607
0.0785815515527188,"OTUB1",608
0.0783650586890989,"CXXC5",609
0.0772165889331325,"CADM3",610
0.0771699832883079,"APBB1",611
0.0768972542848404,"ATP5EP2",612
0.076457112862375,"RAB6B",613
0.0763810954218774,"DYNLRB1",614
0.0759445704906826,"KCNF1",615
0.0749358471457982,"TSPYL4",616
0.074753498279387,"ARHGDIA",617
0.0744305642205887,"LINC00599",618
0.0743798495461929,"RFK",619
0.0740874911124761,"ARF1",620
0.073945889974278,"MAPK8IP3",621
0.0726999891486302,"C16orf13",622
0.0720258896630677,"CADM1",623
0.0718640268533361,"NPTN",624
0.0718436316894753,"PRKAR1B",625
0.0706966021933502,"CEACAM22P",626
0.0696922796553623,"MTURN",627
0.06966039904527,"PTPRN",628
0.0694709023501225,"MAPK8IP2",629
0.0690422121205039,"NUDT4",630
0.0684936986438826,"RP1-78O14.1",631
0.0682949475678722,"ZMYND8",632
0.0668989238206343,"FSCN1",633
0.0660491473177713,"INADL",634
0.0649225385709915,"SYNGAP1",635
0.0645626949802912,"TENM3",636
0.0645200525937253,"REEP5",637
0.0639081960567688,"C11orf87",638
0.0636613608065386,"RP11-420N3.3",639
0.0636240912642325,"EIF4G2",640
0.06316197344019,"TMA7",641
0.062844206464618,"IGFBP5",642
0.0628357924652752,"MMP17",643
0.062799823709097,"AP2S1",644
0.0626400768991179,"PFDN5",645
0.0620393486293031,"USMG5",646
0.0618244519188723,"ENO1",647
0.061377551548855,"SNX10",648
0.0612304865014792,"MAPK1",649
0.061180808322608,"NRXN2",650
0.0598572517602433,"PNMA3",651
0.0598328198494421,"RHEB",652
0.0595180294061309,"GPX4",653
0.0591989930531395,"ATP5E",654
0.0587099556141102,"TRPS1",655
0.0586364199823,"AC023590.1",656
0.0583001252158195,"SLC35F3",657
0.0575708456694126,"NAP1L2",658
0.0575370576215719,"CBX6",659
0.0574619684470671,"PCDH10",660
0.0574175513718043,"CX3CL1",661
0.0573516453983978,"NSF",662
0.0556887210012376,"RP11-475C16.1",663
0.0550017948585329,"B4GALNT4",664
0.0534458172376922,"FSTL4",665
0.0529211259514225,"AC159540.1",666
0.052279691602787,"LINC00507",667
0.0506498902298951,"SYNPO",668
0.0503438096619803,"MVD",669
0.0500772652175341,"PCMT1",670
0.0492442439674416,"BEX5",671
0.0491491613206687,"SYT11",672
0.0488387707730968,"UBA52",673
0.0482680040742509,"MLLT11",674
0.0479928689374139,"R3HDM2",675
0.04654903217793,"ELAVL4",676
0.0465435155437255,"ITPR2",677
0.0460001241077944,"DGKG",678
0.0454007108366543,"CTNNA2",679
0.0435886746903047,"G3BP2",680
0.0427566914592357,"HMGN3",681
0.0413968799644007,"MTPN",682
0.0413350593865551,"CTBP1",683
0.0404951597964311,"PPP2R1A",684
0.0385530469669206,"CTD-2537O9.1",685
0.0379733327149983,"PPFIBP1",686
0.0379178177343695,"NUDT3",687
0.037058017624281,"SCG5",688
0.0367615189047488,"DSCAML1",689
0.0363123993378985,"ADAMTS19",690
0.0362174179425486,"PSD",691
0.0345781355915635,"SHISA9",692
0.0340444431755056,"NBL1",693
0.0336585045532041,"BRSK2",694
0.0333209355608062,"BNIP3",695
0.03283070133796,"ATP5G3",696
0.0324208049978418,"GNG3",697
0.0323448883626432,"C6orf62",698
0.0318708527453611,"KAZN",699
0.0318544100794242,"AKAP11",700
0.0311583506648239,"MORF4L1",701
0.0306399909189978,"PAFAH1B2",702
0.0302536724824648,"CIRBP",703
0.0289339030683582,"NR3C1",704
0.0275192674847779,"HSP90AA2P",705
0.0261386888709884,"LRRC37A3",706
0.0257425009368728,"SRSF7",707
0.0252438859604642,"CDK5R1",708
0.024874517151887,"TMEM196",709
0.0228106372218311,"GRIN1",710
0.0224983691173586,"SUB1",711
0.0223955530214308,"GRM3",712
0.0222430506446243,"GOLGA8B",713
0.0220311515901874,"SLC9A6",714
0.0210699970596862,"BAIAP2L2",715
0.0209984192000072,"UBE2Q2P6",716
0.0209175445802261,"AC004453.8",717
0.0201388054862635,"SIRPA",718
0.0198039058637105,"CDIP1",719
0.0192226071504544,"P2RY14",720
0.0174033871023944,"SOD1",721
0.0157262054152576,"FTL",722
0.0153751877003462,"LGALS1",723
0.015170187086377,"HMP19",724
0.0151107308524681,"MAPRE3",725
0.0145944478246668,"FAM85B",726
0.0142566725111739,"PRRT1",727
0.0139817420262222,"AP1S1",728
0.0132268236193267,"RP11-390N6.1",729
0.0121878309409212,"SSBP4",730
0.0109351015239811,"PPP2CB",731
0.00976476515497637,"EFR3B",732
0.00923463692522608,"AGAP2",733
0.00921600673384182,"AC114765.1",734
0.00774384521796456,"SEPT7",735
0.0068021645591041,"RAB11B",736
0.00623314612857717,"AC074391.1",737
0.00615901338750183,"CCBE1",738
0.00494222608555048,"FAUP1",739
0.00428491307065224,"MAP2K1",740
0.00415761371835052,"NACA",741
0.00354451335987324,"FAU",742
0.00172023619034162,"RP13-258O15.1",743
0.00167877959881779,"CTNNA1",744
0.00153813459632568,"MAML3",745
-3.16564298159933e-05,"NDUFA4",746
-0.00012083470791624,"AQP4-AS1",747
-0.00139696071274176,"AGAP3",748
-0.00375535154186091,"SYT4",749
-0.003978421593266,"KIF26B",750
-0.00659655464270603,"PABPN1",751
-0.00679204401686363,"SC22CB-1E7.1",752
-0.00688256055349523,"PDZD4",753
-0.00726972386393854,"C8orf34",754
-0.00786661705287803,"GPC1",755
-0.00821633367028488,"TIMP3",756
-0.00946835128246037,"ARL8A",757
-0.00953374798874543,"LMBRD2",758
-0.00985471723247877,"WDR82",759
-0.0115458286303116,"MICAL3",760
-0.0118907432494931,"NCAN",761
-0.0139414743158419,"SEC62",762
-0.0148579235520818,"MGST1",763
-0.0149469893492867,"RP11-116O11.1",764
-0.0150076545435089,"PLCL1",765
-0.015266232411439,"EEF1A2",766
-0.0160444742615373,"BCOR",767
-0.017198455537103,"MTND1P23",768
-0.0186924198219486,"MMD",769
-0.0212577840786468,"HINT1",770
-0.0233087236751443,"HIVEP3",771
-0.0249341303041895,"SDC3",772
-0.0251550076057889,"POLR2J2",773
-0.0256582567569752,"SUMO3",774
-0.026336981618833,"CREG2",775
-0.0264359464582238,"RNF187",776
-0.0273678231446397,"JUND",777
-0.0287698898059928,"RORB",778
-0.0301515973902895,"FTH1P8",779
-0.0317172468117268,"CKMT2-AS1",780
-0.0323836272626216,"SDCBP",781
-0.0324196967628439,"EGR1",782
-0.0325549656058284,"MAPT",783
-0.0328715470198883,"ZNF565",784
-0.0331145175891116,"TTYH3",785
-0.0335208090300869,"DMTN",786
-0.0340533809809562,"PLEKHB2",787
-0.0341460551392234,"TEKT4P2",788
-0.0344117039957511,"NAT14",789
-0.0354156972962126,"FSTL5",790
-0.035446168893682,"RYR3",791
-0.0372002593466278,"EYS",792
-0.0381253658482859,"SLC8A2",793
-0.0387806979840557,"SERF2",794
-0.0391187251785038,"GNB2",795
