"Dim2","gene","rank"
0.170233890414238,"KSR2",205
0.170197635889053,"RAPH1",206
0.170099422335625,"KLC1",207
0.169422522187233,"RP11-367G18.2",208
0.168568596243858,"TPT1",209
0.168532326817513,"MBNL1",210
0.168329432606697,"RP11-34P1.2",211
0.167791038751602,"LMO3",212
0.167478814721107,"CLTC",213
0.166999608278275,"SERPINE2",214
0.166821509599686,"RP11-864N7.2",215
0.165857419371605,"MEF2A",216
0.165796726942062,"MEIS2",217
0.164590433239937,"SYN2",218
0.163970217108727,"SDK1",219
0.163521006703377,"SSBP2",220
0.162862673401833,"TUBB4A",221
0.161795765161514,"FRAS1",222
0.161421805620193,"KIAA1217",223
0.160736188292503,"GLS",224
0.160595238208771,"YWHAE",225
0.160407185554504,"PFDN5",226
0.160107493400574,"PPIA",227
0.159842446446419,"AC004453.8",228
0.158309727907181,"AHI1",229
0.157615154981613,"MAP7",230
0.157574459910393,"SLIT2",231
0.157026141881943,"SERINC1",232
0.156421259045601,"TSPYL1",233
0.156005784869194,"CADM1",234
0.155827805399895,"ATP1A3",235
0.155370712280273,"DPYSL2",236
0.155230358242989,"EEF1A1",237
0.155000105500221,"TOMM7",238
0.154117435216904,"GUCY1A2",239
0.152724370360374,"YWHAB",240
0.152331978082657,"GAP43",241
0.151765391230583,"PJA2",242
0.15137305855751,"WASF1",243
0.150937035679817,"KCNJ3",244
0.150760814547539,"NCDN",245
0.150618523359299,"TESPA1",246
0.150196090340614,"CELF4",247
0.150093525648117,"KIRREL3",248
0.149744987487793,"NDRG4",249
0.14939059317112,"C14orf2",250
0.149359628558159,"C9orf16",251
0.149027928709984,"MIR137HG",252
0.148882433772087,"SOX5",253
0.148671686649323,"CACNA1A",254
0.148667082190514,"PRKG1",255
0.147780746221542,"SLC39A10",256
0.147466838359833,"RP11-314P15.2",257
0.147219344973564,"N4BP2L2",258
0.146736055612564,"FAM153B",259
0.146728038787842,"SEPW1",260
0.146402791142464,"SCN3B",261
0.146357759833336,"DGCR5",262
0.146292209625244,"NDFIP1",263
0.146087527275085,"TMA7",264
0.146053373813629,"CAMK1D",265
0.145749434828758,"RP11-154D17.1",266
0.14510814845562,"EPHA3",267
0.144187241792679,"YWHAG",268
0.14223338663578,"ATP5EP2",269
0.142110988497734,"ATP2B2",270
0.141535550355911,"CFL1",271
0.141434907913208,"GNAL",272
0.14030684530735,"NPTXR",273
0.140060767531395,"PCSK1N",274
0.139293313026428,"SYN3",275
0.138978496193886,"ATL1",276
0.138395845890045,"SCAI",277
0.138264864683151,"PPFIBP1",278
0.137830823659897,"ACTG1",279
0.137805610895157,"ITM2B",280
0.137580171227455,"TMEM232",281
0.137214869260788,"CAMKV",282
0.13697774708271,"RP11-796G6.1",283
0.136918172240257,"RP11-289H16.1",284
0.136460959911346,"KCNMB2-AS1",285
0.13643890619278,"PLD3",286
0.136380225419998,"TPI1",287
0.136309757828712,"COX7CP1",288
0.13613860309124,"SLC22A17",289
0.134813293814659,"BEX1",290
0.134643748402596,"PNISR",291
0.133581131696701,"KCNC2",292
0.133433684706688,"MT3",293
0.132918208837509,"TMEFF2",294
0.132828637957573,"RP11-92K2.2",295
0.132784023880959,"MAPT",296
0.132537469267845,"ARGLU1",297
0.132391288876534,"NDUFA3",298
0.132269576191902,"BMPER",299
0.132200509309769,"PHYHIPL",300
0.131486192345619,"ATP5D",301
0.131272315979004,"RSRP1",302
0.131173595786095,"RP11-234A1.1",303
0.130638182163239,"FSTL4",304
0.130445390939713,"SCG5",305
0.13039331138134,"ZNF804A",306
0.130198657512665,"CDH2",307
0.129862889647484,"LINC01322",308
0.129455417394638,"HOPX",309
0.129008531570435,"NR3C2",310
0.128484934568405,"SCN1A",311
0.128465890884399,"DDX17",312
0.128030806779861,"DSTN",313
0.127748981118202,"RCAN2",314
0.127046927809715,"SGCZ",315
0.126973927021027,"ETNK1",316
0.126656875014305,"ZBTB18",317
0.125614911317825,"SCAMP5",318
0.124825961887836,"PAM",319
0.124668508768082,"PDE7B",320
0.124219015240669,"MTATP6P1",321
0.124046102166176,"TUBB",322
0.123626850545406,"TCEB2",323
0.123624965548515,"MPDZ",324
0.123498998582363,"MEG8",325
0.123318828642368,"RAB3A",326
0.123066827654839,"ZFAND5",327
0.12292306125164,"FAU",328
0.122388370335102,"SUB1",329
0.121791988611221,"CNTN5",330
0.12070544809103,"USP11",331
0.12066426128149,"RP11-946L20.4",332
0.120601899921894,"FKBP8",333
0.120001539587975,"GABBR1",334
0.119609385728836,"HINT1",335
0.119268946349621,"RUNDC3A",336
0.119028255343437,"CALN1",337
0.118933819234371,"CABP1",338
0.118740990757942,"LUC7L3",339
0.118627093732357,"ATP5B",340
0.118425399065018,"PCLO",341
0.118028819561005,"ANKRD36C",342
0.117971748113632,"LINC00599",343
0.117023020982742,"MAP1LC3A",344
0.116350769996643,"DLGAP1-AS4",345
0.115645468235016,"MAP2K1",346
0.114813014864922,"NEFL",347
0.114457756280899,"AMPH",348
0.11442618817091,"FTL",349
0.114043116569519,"ZDHHC21",350
0.113897986710072,"RP11-368L12.1",351
0.113686829805374,"MDH1",352
0.113454535603523,"SHANK2",353
0.113444745540619,"RHBDD2",354
0.113392636179924,"COX6C",355
0.113060466945171,"AC091878.1",356
0.113055668771267,"RP11-475C16.1",357
0.112831003963947,"RP11-592N21.1",358
0.112226366996765,"USMG5",359
0.112206533551216,"SNED1",360
0.112075917422771,"UNC5D",361
0.111811108887196,"LPPR4",362
0.111603900790215,"NDFIP2",363
0.111486993730068,"NWD2",364
0.11129380017519,"LARGE",365
0.110968209803104,"NCKAP1",366
0.110937133431435,"EML6",367
0.110901974141598,"UQCRQ",368
0.110731586813927,"KIAA1107",369
0.110644735395908,"PEA15",370
0.110444292426109,"RORA",371
0.11042745411396,"THSD7A",372
0.110381431877613,"SPDYE2",373
0.10987051576376,"APLP2",374
0.109700001776218,"ZNF804B",375
0.109413452446461,"RP11-321A17.3",376
0.109035484492779,"PLCL1",377
0.108998745679855,"ARID5B",378
0.108862809836864,"LRP4",379
0.108455702662468,"SLIT3",380
0.10838869959116,"HPCAL1",381
0.108218178153038,"KCTD8",382
0.107665881514549,"STMN3",383
0.107625834643841,"RP11-191L9.4",384
0.107602998614311,"ATP2A2",385
0.107556328177452,"EDF1",386
0.107528388500214,"ATPIF1",387
0.10752510279417,"PRICKLE2",388
0.10715364664793,"UTY",389
0.107077889144421,"AC007563.5",390
0.106575354933739,"SEZ6L2",391
0.10656563192606,"DKK3",392
0.106501035392284,"GABARAPL1",393
0.105861850082874,"COX5B",394
0.105818435549736,"PGAM1",395
0.105761125683784,"ITM2C",396
0.105650134384632,"DLGAP2",397
0.105350241065025,"NAPB",398
0.105062328279018,"XIST",399
0.105018094182014,"RP11-583F2.1",400
0.104695990681648,"COX6B1",401
0.10458379983902,"FAM49A",402
0.103562444448471,"HMP19",403
0.103114664554596,"HSPH1",404
0.102869421243668,"UQCRH",405
0.1025205925107,"ZMYND8",406
0.102423913776875,"TMEM161B-AS1",407
0.102166295051575,"UBE2Q2P6",408
0.101817145943642,"FAUP1",409
0.101802200078964,"GABRA1",410
0.101334802806377,"MYEOV2",411
0.101312533020973,"USP9Y",412
0.101031228899956,"C1QTNF4",413
0.100794985890388,"HSP90B1",414
0.10025480389595,"DNAJC6",415
0.100239373743534,"MTCH1",416
0.10017341375351,"FAM171B",417
0.0997687727212906,"LINC00632",418
0.0993521735072136,"STMN4",419
0.0992801189422607,"VSTM2L",420
0.0990349873900414,"SV2A",421
0.0989612489938736,"AC007969.5",422
0.098933756351471,"INADL",423
0.0988737642765045,"OCIAD1",424
0.0983565300703049,"HMGCR",425
0.0983135998249054,"NSF",426
0.0982260257005692,"SEC62",427
0.0978777781128883,"LDHB",428
0.0978203117847443,"FOS",429
0.0976430475711823,"LRRC37A3",430
0.0975690186023712,"NDUFA4",431
0.0974640622735023,"TUBA4A",432
0.0969995111227036,"SYN1",433
0.0966673567891121,"ATP6V0B",434
0.0966237261891365,"C4orf48",435
0.0964581221342087,"AP2A2",436
0.0964426621794701,"EIF1",437
0.0962759256362915,"BEX4",438
0.0961512252688408,"PDXDC1",439
0.0960949063301086,"RIMBP2",440
0.0958049073815346,"SHC3",441
0.0957171842455864,"SNCG",442
0.095348447561264,"CHCHD10",443
0.0953380167484283,"SYNGR1",444
0.095215231180191,"HYDIN2",445
0.0948099717497826,"SKP1",446
0.0942574888467789,"PTMS",447
0.094160370528698,"GRIN1",448
0.0940266996622086,"BCOR",449
0.0936409533023834,"CREG2",450
0.0932720080018044,"UBA52",451
0.0932291746139526,"GOLGA8B",452
0.0929733961820602,"ANXA6",453
0.0927384719252586,"NUCKS1",454
0.0927268490195274,"FAM153C",455
0.0925268828868866,"PNMA2",456
0.0924446284770966,"CLSTN2",457
0.0922456383705139,"GNG3",458
0.0921633094549179,"PKD1",459
0.0918862149119377,"IMMP2L",460
0.0917091444134712,"HPCA",461
0.0917076915502548,"TBRG1",462
0.0916129648685455,"CTC-552D5.1",463
0.0916099920868874,"NPTN",464
0.0914560109376907,"RAB11A",465
0.0914244055747986,"LPP",466
0.0897874757647514,"EFR3B",467
0.0897316038608551,"PPP3CB",468
0.08970095962286,"GALNT18",469
0.0896955579519272,"COL24A1",470
0.0896375328302383,"STX1A",471
0.0896261632442474,"LY6H",472
0.0895785689353943,"RP11-215A21.2",473
0.0895651504397392,"R3HDM2",474
0.0892072468996048,"TMEM130",475
0.089104026556015,"LY6E",476
0.0889723002910614,"CA11",477
0.0889326184988022,"EFNA5",478
0.0889097079634666,"NACA",479
0.0888275057077408,"BSG",480
0.0887433812022209,"PCP4",481
0.088537335395813,"FXYD7",482
0.0883582755923271,"KCNB2",483
0.0881716161966324,"PIN1",484
0.08757284283638,"TMEM117",485
0.0874006971716881,"ERICH1-AS1",486
0.0873806774616241,"MAPK4",487
0.0873682647943497,"RAB6B",488
0.0869428738951683,"CTSB",489
0.0867928490042686,"PRKAR1A",490
0.0867833495140076,"GHITM",491
0.0867344886064529,"TENM3",492
0.0865539312362671,"RP11-219A15.1",493
0.0865225344896317,"CADM3",494
0.0864467695355415,"VDAC1",495
0.0863744243979454,"AC114765.1",496
0.0862786173820496,"SEPT7",497
0.086188018321991,"SRSF7",498
0.0861449539661407,"CHGB",499
0.0859484001994133,"LUZP2",500
0.0857599601149559,"MIB1",501
0.0857522934675217,"GRINA",502
0.0855853259563446,"PCMT1",503
0.08551786839962,"PLK2",504
0.0851567462086678,"KIF21A",505
0.0851393789052963,"KIF1A",506
0.0847466289997101,"PRKAR1B",507
0.084658682346344,"CES4A",508
0.0844967737793922,"GABRD",509
0.0842300429940224,"RAB3C",510
0.0839323475956917,"NR3C1",511
0.083863340318203,"PTMA",512
0.0838026031851768,"CCDC65",513
0.083417646586895,"KCNQ2",514
0.0833476185798645,"RAP1GAP",515
0.0831944867968559,"MAPK1",516
0.0830740854144096,"HIVEP2",517
0.082995243370533,"TTC9B",518
0.0829853340983391,"NAALADL2",519
0.0828227326273918,"NDUFB2",520
0.082781970500946,"CAP2",521
0.0827642977237701,"OR2L13",522
0.0824812054634094,"BEX2",523
0.081859640777111,"ANKRD20A11P",524
0.0817850306630135,"UBL5",525
0.0814981833100319,"CLIP3",526
0.0810990929603577,"ATP5L",527
0.0809104144573212,"MICAL2",528
0.0808992832899094,"BEX5",529
0.0808967500925064,"PDE5A",530
0.0802970677614212,"GLIS3",531
0.0801339894533157,"GUK1",532
0.0799322873353958,"PGRMC1",533
0.079812727868557,"TNKS",534
0.079374186694622,"SLC12A5",535
0.0793669745326042,"PTCHD1-AS",536
0.0793553739786148,"TMEM160",537
0.0793551802635193,"CRIP2",538
0.0792712792754173,"DDRGK1",539
0.0791331231594086,"NOL4",540
0.078889437019825,"MICAL3",541
0.0788044929504395,"TERF2IP",542
0.0787251815199852,"ENO1",543
0.0786193832755089,"SULT4A1",544
0.0785834863781929,"TAGLN3",545
0.0784195140004158,"TMTC1",546
0.0783443376421928,"ARID4A",547
0.0782866030931473,"SERINC3",548
0.0782260671257973,"UBB",549
0.0781851559877396,"KIF13A",550
0.0781737565994263,"DGKZ",551
0.0781437009572983,"ACADVL",552
0.0781102105975151,"RNPC3",553
0.0779893919825554,"BCL11A",554
0.0779373943805695,"PLXDC2",555
0.0778263360261917,"RP11-624C23.1",556
0.0776979774236679,"CCDC85B",557
0.0775283798575401,"ATP6V1B2",558
0.0773133412003517,"ARHGDIG",559
0.0770212635397911,"MORF4L1",560
0.0769354999065399,"RP11-160H12.2",561
0.0768712684512138,"MIAT",562
0.0768258646130562,"MTURN",563
0.076752096414566,"KIAA1377",564
0.076665997505188,"SNRNP70",565
0.076544389128685,"SERF2",566
0.0762135237455368,"PRDX5",567
0.0760712623596191,"BDNF",568
0.0758618116378784,"DGKG",569
0.0758088752627373,"ACSL3",570
0.075633741915226,"DUSP6",571
0.0755824819207191,"NPTX2",572
0.0753496289253235,"PCDH11X",573
0.0753413513302803,"LINC00507",574
0.075090616941452,"COL5A2",575
0.0750632286071777,"SLC24A2",576
0.0750513896346092,"ATP6AP1",577
0.0750131160020828,"MPHOSPH8",578
0.0749342069029808,"NR4A1",579
0.0748891159892082,"SYT11",580
0.0748594701290131,"RAC1",581
0.0745711699128151,"WDR60",582
0.0740996450185776,"SYT5",583
0.0740581154823303,"MLLT11",584
0.0740532353520393,"MAN2A1",585
0.0739724114537239,"HNRNPK",586
0.073849156498909,"JUNB",587
0.0736227184534073,"FZD3",588
0.0735017210245132,"MLF2",589
0.073421411216259,"GPR22",590
0.0732972472906113,"ATP6AP2",591
0.0731448382139206,"CAMK2B",592
0.0727681145071983,"AES",593
0.0726883113384247,"DOC2A",594
0.0725987032055855,"RAP2A",595
0.0725446194410324,"CAMK2A",596
0.072501890361309,"PGM2L1",597
0.0721038430929184,"CIRBP",598
0.072039507329464,"ATP5G3",599
0.0719086602330208,"CADPS2",600
0.0716200172901154,"PFDN2",601
0.0714752152562141,"LENG8",602
0.0713861584663391,"PCDH8",603
0.0712507739663124,"RFTN1",604
0.0711311101913452,"SIRPA",605
0.0707949250936508,"MAST3",606
0.0706279128789902,"CX3CL1",607
0.0699353069067001,"FAM153A",608
0.0697188302874565,"APBB1",609
0.0696114599704742,"EEF2",610
0.0696106404066086,"ACAP3",611
0.0693469494581223,"PTPRN",612
0.0692752450704575,"SLC17A7",613
0.0692476481199265,"SC22CB-1E7.1",614
0.0692412257194519,"PDE10A",615
0.069135382771492,"CHD5",616
0.0689330473542213,"HSPA8",617
0.0688591673970222,"SPRED1",618
0.0688476860523224,"SAT2",619
0.068540446460247,"BAIAP2",620
0.0685147866606712,"MAST4",621
0.0682269185781479,"PPP2R1A",622
0.0682003200054169,"SYNPR",623
0.0680966451764107,"HMGN3",624
0.0679620578885078,"EGR1",625
0.0679349303245544,"KIFC2",626
0.0672317147254944,"VGF",627
0.0671661496162415,"DYNLRB1",628
0.0669960379600525,"LY86-AS1",629
0.0669537931680679,"RTF1",630
0.066924698650837,"TTC3P1",631
0.0666401237249374,"SYNGAP1",632
0.0665990114212036,"PLXNA4",633
0.0665497407317162,"BIN1",634
0.0663516595959663,"SOD1",635
0.0661177858710289,"CYP46A1",636
0.0659997910261154,"TTN-AS1",637
0.0657633617520332,"BAI2",638
0.0651427805423737,"DYNLL2",639
0.0651260614395142,"MYO16",640
0.0651051700115204,"CLTB",641
0.0649097338318825,"FAM127A",642
0.0646463632583618,"NDUFB7",643
0.0646256729960442,"COL26A1",644
0.0645556151866913,"DMTN",645
0.0642136782407761,"B4GAT1",646
0.0641418844461441,"ARL6IP5",647
0.0636641532182693,"XKR4",648
0.0635839477181435,"GABPB1-AS1",649
0.0635350719094276,"CLSTN3",650
0.0633558556437492,"REEP5",651
0.0632595419883728,"PDP1",652
0.0631187707185745,"RP11-673E1.4",653
0.0630371198058128,"SLITRK4",654
0.0628523305058479,"HMGCS1",655
0.0627893730998039,"PINK1",656
0.0626466348767281,"SRP14",657
0.0619017481803894,"YJEFN3",658
0.0618355795741081,"TOLLIP",659
0.0618061125278473,"DNAJA1",660
0.0614706091582775,"REEP2",661
0.0614367499947548,"TMX4",662
0.0614102110266685,"HIVEP3",663
0.0605149678885937,"DHCR24",664
0.0604884214699268,"CHGA",665
0.0598692521452904,"ATP5J",666
0.0597739145159721,"TUBB4B",667
0.0597524903714657,"ADAMTS9-AS2",668
0.0597517900168896,"PPDPF",669
0.0593209713697433,"CTB-57H20.1",670
0.0591333769261837,"PCBP1",671
0.0587217211723328,"TENM4",672
0.058717142790556,"NRG1",673
0.0586550533771515,"NUDT3",674
0.0586079210042953,"RABAC1",675
0.0586052052676678,"TBCB",676
0.0585625842213631,"EID1",677
0.0584150515496731,"MZT2B",678
0.0583796501159668,"RYR3",679
0.0582133829593658,"AC074391.1",680
0.0579334646463394,"MARCKS",681
0.0572808049619198,"SLC8A2",682
0.0571226440370083,"RP11-436D23.1",683
0.0570703186094761,"SIDT1",684
0.0567325316369534,"PURA",685
0.0566640198230743,"CTXN1",686
0.0564483851194382,"DIRAS1",687
0.0564438961446285,"KAZN",688
0.0563469529151917,"ZNF331",689
0.0561705939471722,"RP11-611E13.2",690
0.0559979230165482,"SSBP3",691
0.0558652617037296,"HNRNPA3",692
0.0557701848447323,"MGST1",693
0.0556984134018421,"CTNNA3",694
0.0556035526096821,"RP11-473C19.1",695
0.0554003715515137,"DSCAML1",696
0.0552111081779003,"UQCR10",697
0.0546838529407978,"KCNH5",698
0.0543535128235817,"TCEAL2",699
0.054349210113287,"TGFBR3L",700
0.0542489998042583,"BRK1",701
0.0540961213409901,"NAP1L3",702
0.053963553160429,"MTPN",703
0.0539377592504025,"PDGFD",704
0.0539267100393772,"STMN2",705
0.0535854808986187,"GYG2P1",706
0.0535414293408394,"MRPL41",707
0.0535211116075516,"CRLF3",708
0.053181104362011,"ENPP7P4",709
0.0531470999121666,"C11orf87",710
0.0529482886195183,"KCNQ3",711
0.052905697375536,"SLC44A5",712
0.0527458414435387,"GUCY1B3",713
0.0522520951926708,"EPHB6",714
0.0522111356258392,"LYNX1",715
0.051872007548809,"EIF4G2",716
0.0518449656665325,"G3BP2",717
0.051631435751915,"CAPNS1",718
0.0516279824078083,"CTD-2192J16.15",719
0.051377821713686,"CBX6",720
0.0513046942651272,"C16orf13",721
0.0512177087366581,"COX7A2",722
0.051095899194479,"ARHGAP10",723
0.050976175814867,"PRMT9",724
0.0509527027606964,"SRRM2",725
0.0509357489645481,"TOP1",726
0.0504559762775898,"AKAP11",727
0.0504179075360298,"CDH11",728
0.0503584109246731,"SYNPO",729
0.0502644069492817,"GADD45GIP1",730
0.0500691309571266,"C1orf115",731
0.0499001778662205,"PHF11",732
0.0495142266154289,"NTNG1",733
0.049444492906332,"UQCRHL",734
0.0494323521852493,"CDIP1",735
0.0490619279444218,"DDX3P1",736
0.0487384274601936,"PSD",737
0.0484130792319775,"RP1-78O14.1",738
0.0483523160219193,"PNMA3",739
0.0481167063117027,"CAMK2D",740
0.0480568073689938,"NIPAL2",741
0.0480033084750175,"DNAJB2",742
0.0479754135012627,"PABPN1",743
0.0476260632276535,"NUDT4",744
0.0475614108145237,"SLC35F3",745
0.0471854396164417,"MAPK8IP1",746
0.0471228174865246,"AP1S1",747
0.0469033233821392,"YPEL3",748
0.0467966012656689,"THUMPD3-AS1",749
0.046745665371418,"HTR2A",750
0.0467046797275543,"SYT4",751
0.0466666109859943,"ZNF428",752
0.046637449413538,"RAP1GAP2",753
0.046357985585928,"ZDHHC14",754
0.0462910868227482,"MAPK8IP2",755
0.0461459048092365,"AGAP3",756
0.0461381636559963,"CHRM3-AS2",757
0.0459898822009563,"AC016831.7",758
0.0459789484739304,"RP3-525N10.2",759
0.0458123460412025,"GPC5",760
0.0454563647508621,"GABARAPL2",761
0.0449693240225315,"JUND",762
0.0447715371847153,"bP-21201H5.1",763
0.0447431951761246,"XYLT1",764
0.0445452369749546,"PCDH9-AS2",765
0.0441808812320232,"HSP90AA2P",766
0.0441775694489479,"RHEB",767
0.0440568365156651,"C19orf60",768
0.0439319461584091,"NAT8L",769
0.0439282581210136,"CENPP",770
0.0438612811267376,"SLC9A6",771
0.0438447706401348,"MAPK8IP3",772
0.043829370290041,"MAPRE3",773
0.0436663627624512,"MMP17",774
0.0433025434613228,"LSAMP-AS1",775
0.0428750887513161,"PLEKHB2",776
0.0425943955779076,"UNC13C",777
0.0424589291214943,"CTA-276F8.2",778
0.0423095375299454,"RP11-116O11.1",779
0.041967011988163,"BAI1",780
0.0412969216704369,"NRXN2",781
0.0410781912505627,"GPC1",782
0.0410361178219318,"CSMD2",783
0.0408499576151371,"CDK5R1",784
0.040666438639164,"ATP6V0E2",785
0.0406430661678314,"JPX",786
0.0404797494411469,"NEFM",787
