,0,1,2,3,4,5,6,7
TENM3,1.5843383,1.6236956,1.5328673,1.4424934,1.8145865,1.7793642,1.9335032,2.4483538
TPPP,1.7645123,1.6276286,1.2172445,1.504101,1.7499862,1.1901723,1.4238409,1.341292
BASP1,1.7106923,1.2947925,1.5008814,1.7241957,1.5059783,1.866296,1.849509,1.6780103
AC091878.1,1.5911319,1.6350526,1.8350121,1.7056934,1.4024315,1.1311861,1.7165334,1.6999006
CDH18,1.9738163,1.3956689,1.3622735,1.1988391,1.8002661,1.8238287,1.7663878,1.2074916
CDH10,1.6438607,1.2200364,1.6212505,1.624923,2.0095944,1.5483396,1.5388334,1.4267569
RP11-116O11.1,1.498036,1.6112444,1.4367797,1.4607782,1.3766761,1.2357556,1.9661354,1.7467221
CDH9,2.0530112,1.7231903,1.8860859,1.6519191,1.5433108,1.6507447,1.6470306,1.8617786
PDZD2,1.8986591,1.7054487,1.445979,1.5759236,1.5352149,1.6656332,1.7595195,1.5724462
SUB1,1.8400698,1.6029215,1.6916419,1.822134,1.7705568,1.5541837,1.766335,1.5105784
LMBRD2,1.4296931,1.0624143,1.6170758,2.1570513,1.6743501,1.7560967,1.2611378,1.5066093
HMGCS1,1.3315607,1.7239779,1.5677196,1.5114856,1.2110898,1.6801273,1.3975841,1.7739804
PLK2,1.459029,1.4723394,1.3001788,1.288261,1.3470092,1.1721879,1.2487662,1.8913605
RAB3C,1.6634607,1.6021607,2.1627738,1.2153454,1.620039,1.4903265,1.2274587,1.3219362
MAST4,1.2669334,1.6622065,1.6399217,2.2407393,1.6041297,1.6988999,1.4420402,1.7454518
PIK3R1,1.3410721,1.2920189,2.1548233,1.7649314,1.8005491,1.94482,1.5718266,1.5796463
MAP1B,1.8573614,1.7817594,1.5729065,1.604243,2.298767,1.7891065,1.4197289,1.7801192
ENC1,1.1648222,1.8690966,1.5311031,1.9804715,1.7071946,2.0003545,1.5749886,1.9042857
HMGCR,1.8951695,1.3215115,1.5643234,1.4989913,1.3198259,1.5231731,1.7113575,1.304671
HOMER1,1.5830284,1.3477645,2.2335,1.5220714,1.433464,1.6032827,1.6265162,1.6911814
RASGRF2,1.3808345,1.6013517,1.5805471,1.7181898,1.4517773,1.8103443,1.5862246,1.8090807
CKMT2-AS1,1.5394948,1.4103237,1.6828516,1.3609667,1.4538822,1.6665885,1.38657,1.4831778
SSBP2,1.4140074,1.4419309,1.7752035,1.5443506,2.245247,1.8203704,1.9940469,1.5625036
COX7C,1.5613891,1.45013,1.5027097,1.7482766,1.6149526,1.7651958,1.4935218,1.187994
TMEM161B-AS1,1.5927773,1.8487319,1.9262484,1.6507255,1.6143522,1.5547991,1.5123931,1.3388325
MEF2C,1.4505008,1.3440403,1.599599,1.4370149,1.5596635,2.139578,1.7919217,1.7360803
RP11-348J24.2,1.1841764,1.2919555,1.7302293,1.4984825,1.2572691,1.3005787,1.3751636,1.6244453
PAM,1.498806,1.4625086,1.5368938,1.5200021,1.239583,2.201888,1.5745761,1.6374435
EFNA5,2.0283992,1.9168459,1.4372122,1.4577096,1.8153282,1.6676676,1.6826874,1.5859165
PJA2,1.3041319,1.732786,1.2968816,2.0760531,1.6297842,1.9343778,1.8492893,1.3951757
MAN2A1,1.6730812,1.6449021,1.5167052,1.4630625,1.2295069,1.5781577,1.6775113,1.6100845
TMEM232,1.3188595,1.3384436,1.5154973,1.5673001,1.4925258,1.3080215,1.734389,1.4841771
NREP,1.6671767,1.5760324,1.9596177,1.5358995,1.6155171,1.763446,1.8382564,1.2501684
REEP5,2.179472,1.3862327,1.606976,1.3117024,1.617552,1.6225214,1.6416336,1.4228334
CTC-552D5.1,1.1936344,1.4872658,1.2454679,1.3002846,1.6047975,1.9138225,1.3556957,1.2971283
PRR16,2.1139588,1.5097947,1.464639,1.5998827,1.5172086,1.6100861,1.3408331,1.6648444
ADAMTS19,1.6860611,1.672033,1.5910108,1.4980444,1.2502731,1.7350705,1.6306076,1.4300411
HINT1,1.1857758,1.580116,1.1961398,1.3475741,1.8491707,1.4468392,1.573891,1.662725
UQCRQ,1.7418612,1.5758692,1.2643199,1.3185035,1.6276789,1.5420803,1.4295378,1.334856
FSTL4,1.4656886,1.7328513,1.488174,1.5580469,2.1407728,1.9433485,2.2239547,1.5456805
VDAC1,1.6624311,1.6521508,2.1235278,1.181541,1.3435314,1.4981567,1.6295483,1.6320641
SKP1,1.6934781,1.436716,1.7114357,1.5325458,1.3484037,1.5338948,1.2654517,1.2072636
SPOCK1,1.4919834,1.5088625,1.7390983,1.9401425,1.68061,1.5173573,1.4894339,1.6195759
REEP2,1.3468701,1.5380208,1.3391913,1.0955248,1.586159,1.5533903,1.0639753,1.1013952
EGR1,1.2771798,1.9552308,1.7718648,1.4651984,1.8373059,1.6680645,1.682429,1.9721802
CTNNA1,1.7306075,1.3414911,1.4060756,1.3275535,1.1724497,1.3822188,1.3493092,1.473299
CXXC5,1.3449692,1.2600744,1.0571449,1.9341583,1.3005115,1.1280264,1.3536167,1.5016487
PURA,1.9050409,1.6586435,1.3487842,1.3544105,1.7159238,1.6137549,1.3861773,1.4486188
NDFIP1,1.8669353,1.4354849,1.6630011,1.7460849,1.6046381,1.4785259,1.6424835,1.4358418
AC005592.2,1.4514502,1.1572359,1.7273363,1.5087408,1.4179541,1.6484668,2.098942,1.266727
FGF1,1.7097218,1.3430485,1.4842199,1.3303218,1.5642128,1.5879636,1.4636141,1.1074767
NR3C1,1.5434799,1.653443,1.4331163,1.9609053,1.8176935,1.6262242,1.7701063,1.4833008
CTB-57H20.1,1.4872407,1.7396327,1.4524757,1.846417,1.5901701,1.2650726,1.3202612,1.9184737
CAMK2A,1.7080556,1.5877744,1.3528959,1.3457636,1.7954493,1.840002,2.0659592,1.7815173
SYNPO,1.5301588,2.1775897,1.9547676,1.5182416,1.4300766,1.4065021,1.5252017,1.3587508
ANXA6,1.5507876,1.3784493,1.9087416,1.7355348,1.2261497,1.358137,1.9167075,1.5358759
GRIA1,1.4824381,1.4947703,1.7640166,1.5463568,1.3262691,1.8537138,1.6322042,1.3136098
RP11-34P1.2,2.3005831,1.592253,1.5480368,1.3055736,1.6091442,1.3571541,1.8417988,1.350908
GABRB2,1.684539,1.5247844,1.8821423,1.56539,1.3306262,1.757525,1.8835081,1.4942504
GABRA1,1.1573071,1.4063386,1.4531497,1.8864114,1.4053525,2.0127459,1.3680487,1.4097602
GABRG2,1.749987,1.8483161,1.9314208,1.6745281,1.9955993,1.6330351,1.6611606,1.743063
SLIT3,1.6343945,1.6248564,1.4607725,1.5297463,1.6178986,1.8835164,1.8633773,1.9354954
CPEB4,1.7806203,1.5883733,1.7230833,1.3444693,1.4985293,1.7032506,1.3623518,1.6208622
HMP19,1.7857211,1.4162598,1.5698652,1.6903998,1.936667,1.6060426,1.5138608,1.6330441
FAM153B,1.3071607,1.1466374,1.5317024,1.456605,1.9635409,1.6010565,1.5847173,1.6968323
CLTB,1.7449037,1.3972241,1.3978221,1.3581702,1.2106174,1.4105195,1.2825925,1.5935184
SNCB,1.218721,1.7387487,1.6356866,1.8109375,1.5768781,1.5270765,1.4818063,1.5355777
FAM153A,1.6197362,1.3360536,1.4094971,1.2751173,1.6037538,1.5316079,1.4078596,1.8110045
FAM153C,1.1972818,1.3589935,1.9124696,1.515866,1.410625,2.383323,1.3379542,1.3888667
TUBB2A,1.4590437,1.523353,1.883074,1.5195503,1.968256,1.1797266,1.6769278,1.6520911
LY86-AS1,1.4129755,1.6319271,1.9168189,1.4011105,1.6389573,1.5282907,1.4423867,1.7088265
MAK,1.2023929,1.3670472,1.9601449,1.1577423,1.7292298,1.396983,1.4481837,1.3475068
PHACTR1,1.4776378,1.7001727,1.8462619,2.0678735,1.9674441,1.61474,1.4575398,1.8377261
CAP2,0.9502157,1.626434,1.2656677,1.4638166,1.45851,1.6745517,2.1494296,1.6968937
KIF13A,1.782998,1.2503544,1.1864278,2.0925229,1.6146713,1.6377347,1.8618422,1.7398331
C6orf62,1.5105013,1.2414144,1.6444111,1.4883076,1.0388942,1.1231357,1.594427,1.684074
GABBR1,1.3589754,1.658408,1.8245405,1.6686511,1.5654728,1.5149342,1.2502549,1.5753297
TUBB,1.5073692,1.2431725,1.60335,1.4247706,1.4626786,1.3793411,1.4929973,1.3515615
HSPA1A,1.8566065,1.2978437,1.3462694,1.6469817,1.908993,1.4090762,1.4273403,1.1930145
HSPA1B,1.6931291,1.3416191,1.4770733,1.4372206,1.4027327,1.5809401,1.4421504,1.77881
PRRT1,1.3007472,1.5560402,1.187962,1.3070093,1.6334226,1.0689003,1.768103,1.6561801
SYNGAP1,1.4129715,1.2878572,1.6486079,1.4216138,1.1881849,1.9519644,1.1165038,1.8269578
NUDT3,1.144288,1.2258549,1.3193495,1.6583054,1.4619268,1.5805585,1.4931413,1.675702
MTCH1,1.2839701,1.481254,1.7624897,1.5272988,1.6420898,1.3205012,1.7037252,1.4112406
TMEM63B,1.5410817,1.4577562,1.3673086,1.4480383,1.783256,1.4251379,1.191019,1.5076714
HSP90AB1,2.2635849,1.555006,1.7463292,1.3883674,2.1226523,1.8980054,1.5768168,1.6322225
RCAN2,1.4317652,1.2370573,1.7265528,1.5369247,1.4544361,1.4058027,1.562017,1.5828327
KHDRBS2,1.6198874,1.8347806,1.5085593,1.5825133,1.5635475,1.8351668,1.9208125,1.7401749
EYS,1.5058365,1.3390936,1.7434156,1.3452749,1.3353357,1.61192,1.9087567,1.75614
RP3-525N10.2,1.8640045,1.582911,1.6477264,1.2956461,2.0196235,1.6747466,1.4858289,1.0242051
COL19A1,1.9065392,1.0801785,1.5822994,1.3889192,1.5222545,1.6615778,1.3484182,1.9142821
RIMS1,1.6257696,1.6642054,1.7949162,1.7092736,1.4543995,1.9748577,1.5076414,1.7643199
EEF1A1,1.8796561,1.455743,1.6812559,1.527707,1.4618797,1.697333,1.7965887,1.1997457
COX7A2,1.5743113,1.359368,1.1306213,1.4947405,1.2778137,1.6826853,2.0434349,1.4279504
TMEM30A,1.4847806,1.3920437,1.2138813,1.2561179,1.6429424,1.7160091,1.7185612,1.5539665
HMGN3,1.3634058,1.0059966,1.3372979,1.3869575,1.4161576,1.8303936,1.1760832,1.4350309
FUT9,1.4107611,2.085775,1.5736866,1.4605551,1.4142202,2.1212597,1.3414007,1.7259946
RP11-436D23.1,1.5780513,1.4042509,1.9449214,1.8054357,1.3512317,1.5070008,1.4972628,1.7968224
PNISR,1.6449484,1.5712956,1.5990517,1.3875122,1.4790676,1.5176245,1.5257561,1.9866331
GRIK2,1.678939,2.258101,1.714132,2.08895,1.8149227,1.7760916,1.6651459,1.6304852
WASF1,1.608416,1.8901414,1.7665366,1.6491379,1.9309112,1.4993836,1.9032384,1.9523313
RP11-367G18.2,1.3370646,1.2096807,1.2478201,1.3922476,1.4558998,1.7178321,1.4738753,1.4767817
MARCKS,1.7307487,1.3518502,1.650622,1.3391742,1.5368167,1.8193197,1.4511065,1.5034237
TSPYL4,1.7887468,1.3537645,1.6385721,1.4674432,1.746527,1.6750317,1.3071402,0.9988679
TSPYL1,1.0806745,1.6843029,1.9006021,1.8341092,1.6704743,1.6357934,1.8269992,1.3855363
MAN1A1,1.4943743,1.4286208,1.6247712,1.6098274,1.7360601,1.7750001,1.7077073,1.7011305
SERINC1,1.4858488,1.2650924,1.751918,1.4923785,1.6879798,1.3955889,1.4716387,1.3197447
NKAIN2,1.2766788,1.6872985,1.7488796,1.5625875,2.2939155,2.4128473,1.5231594,1.9567144
PTPRK,1.8275683,1.8651556,1.8656367,1.5758601,1.8451979,2.2952194,1.4079987,1.584323
LAMA2,1.9137039,1.4742537,1.3132535,1.1595874,1.5910258,2.163977,1.5063571,1.4813824
AHI1,1.5242347,1.5525388,1.4874489,1.5048662,1.6551338,1.5892988,1.3640072,1.5534763
PDE7B,1.4295994,1.3017467,1.655231,1.6681354,1.4111191,1.7815071,1.5522746,1.6575661
RP13-143G15.4,1.3264601,1.2958338,1.382842,1.6363158,1.4582033,1.8672209,1.2025797,1.6422493
MAP7,1.9676435,1.1459773,1.713299,1.4787523,1.703769,1.4388433,1.9367156,1.4428921
HIVEP2,1.465106,1.7448014,1.6969383,1.5827364,2.124539,1.5005344,1.4960893,1.7239473
GRM1,1.6197438,1.5913285,1.3903902,1.4682903,1.8701795,1.4630581,2.2326488,1.7227926
STXBP5-AS1,1.7290859,2.142227,1.6588218,1.7848663,1.3253393,1.4916272,1.2145022,1.2227747
PCMT1,1.7943866,1.9952047,1.3576874,1.396287,1.54246,1.3608589,1.3558934,1.5866882
RP11-475C16.1,1.4397609,1.3153346,1.50057,1.7040536,1.1652604,1.4392226,1.2200453,1.5241492
ZDHHC14,1.9889891,1.6522902,1.3169304,1.3177696,1.4178267,1.332126,1.3001134,1.6964684
PDE10A,1.7680434,1.4326165,1.5160623,1.5437965,2.075498,1.687592,1.5015627,1.7528352
PRKAR1B,2.0341282,1.210917,1.7722332,1.6357754,1.6290606,1.8125585,1.5234979,1.7154288
INTS1,1.6259947,2.1320293,1.4706839,1.8218553,1.6117041,1.2445942,1.218186,1.2585248
TTYH3,1.6105214,1.3690196,1.5708259,1.3125833,1.7085785,1.7082894,1.4637141,1.2905893
SDK1,1.9102665,1.8497194,1.2406338,1.430873,1.4277167,1.3907205,1.1573653,1.3417822
ACTB,1.9960768,1.6603273,1.5422124,1.674751,1.2885234,1.3661351,1.7276163,1.720471
FSCN1,1.3406385,1.6413617,1.172893,1.7544373,1.5188614,1.0959451,1.6278785,1.7006623
RAC1,1.6546471,1.2837005,1.4156326,1.5614936,1.3298498,1.3956696,1.6376072,1.3758155
NDUFA4,1.5489689,1.4121404,1.2740785,1.7337359,1.55318,1.1849437,1.6107653,1.6311566
THSD7A,1.4635748,1.4411968,1.2882395,1.6792216,2.0953074,1.3276052,1.8336873,1.5528921
AC011288.2,1.6228273,1.5132279,1.9320594,1.503703,2.0796654,1.6336524,1.435581,1.776834
HDAC9,1.5996048,1.6055992,1.638673,2.6188042,1.3724902,1.560445,1.7627385,1.8469696
TMEM196,1.6709386,1.5453218,1.4085621,1.6782186,1.4340553,1.6865689,1.6220447,1.3954298
TOMM7,1.1533421,1.4750115,1.4899005,1.4944206,1.4842557,1.5597459,1.4201738,1.4537443
CYCS,1.645636,1.4224031,1.5506725,1.2449963,1.927405,1.6344384,1.5221903,1.4286956
SNX10,1.6873091,1.3715246,1.3332199,1.6434636,1.3122835,1.530204,1.3744799,1.6916808
MTURN,1.5286851,1.4726832,1.375194,1.2306476,1.2517313,1.2778025,1.2766001,1.306754
BMPER,1.7098145,1.6295041,1.6100417,1.6401325,1.4646705,1.514695,1.0002699,1.798891
SEPT7,1.7287881,1.5914559,1.3901542,1.750953,1.6598192,2.0957744,1.4986906,1.9153944
AMPH,1.5229234,1.3208513,1.7153423,2.208023,1.3631498,1.9039177,1.3264894,1.8479099
POU6F2,1.2263213,1.4619627,1.7555797,1.4205145,2.1777492,1.371194,1.5663613,1.5081726
CAMK2B,1.329519,1.6201063,1.5929593,1.2440003,2.0885398,1.5056009,1.5326544,1.4524928
AC004453.8,1.427571,1.3568321,1.3458023,1.4745439,1.2615665,1.4417306,1.5638726,1.366881
PPIA,1.4556161,1.232603,1.6350561,1.3382313,1.225875,1.2166207,1.3313415,1.4601024
CHCHD2,0.9325446,1.4296271,1.4445937,1.5850159,1.3776631,1.6545087,1.1309942,1.2100502
RP11-166O4.1,1.3038795,1.854428,1.5272741,1.3189107,1.1060579,1.2792171,1.1192749,1.3869209
AUTS2,1.373068,1.5881443,1.8753,1.6739382,1.562575,1.702455,1.6693872,1.681441
CALN1,1.1882831,1.9279972,1.7302299,1.6845344,1.8659208,1.6275862,1.5322967,1.6489553
STX1A,1.4510182,1.4146727,1.5764124,1.5521262,1.7455093,1.4247085,1.4852298,1.6888756
HIP1,1.4125098,1.5805869,1.3200595,1.4367316,1.4210964,1.5707071,1.5757,1.7105699
RHBDD2,1.6471033,1.3396595,1.3324616,1.4496083,1.9429653,1.7530216,1.4024143,1.2721324
HSPB1,1.3096488,1.4432379,1.4647207,1.3094554,1.2012807,1.4391222,1.4250501,1.6125128
YWHAG,1.5388435,1.610589,1.3345308,1.6902891,1.6850802,1.5625806,1.8307397,1.6570528
PCLO,1.5224774,1.5541388,1.7847942,1.7103757,1.5687352,1.7527058,1.6987911,1.7873672
GRM3,1.655762,1.5687255,1.7835796,1.9299157,1.404571,1.3763745,1.8178145,1.6152488
ABCB1,1.9806858,1.6559886,1.5329775,1.1658589,1.5188978,1.971686,1.9735463,1.8707471
ZNF804B,1.5747894,1.8683082,1.5160295,1.6474656,1.7465863,1.5844412,1.6674001,1.7852365
NPTX2,1.338221,1.5014793,1.7978165,1.6507447,1.4513136,1.667028,1.4046783,1.532778
TMEM130,1.5164324,1.5517381,2.1122065,1.4115791,1.6193881,1.5388073,1.4788772,1.5453793
SPDYE3,1.3709534,1.8696045,1.2532794,1.5448327,1.3704774,1.6185701,1.4386828,1.2985555
GNB2,1.6083189,1.2835894,1.5393672,1.329745,1.7131689,1.2905737,0.9904466,1.4717999
AP1S1,1.3849937,1.3495193,1.2961211,1.5541083,1.3489714,1.3496256,1.1360575,1.8109883
VGF,1.2331806,1.1939918,1.5768621,1.3253659,1.6361012,1.379713,1.3601263,1.4524907
COL26A1,1.5048212,1.7446185,1.4320025,1.6551466,1.2560617,1.3073148,1.691958,1.3750445
SPDYE2,1.5717076,1.7541485,1.3574262,1.427031,1.5189276,1.8620511,1.2469997,1.3582366
POLR2J2,1.6517907,1.5185039,1.8305047,1.006727,1.4683565,1.9120481,1.2959472,1.3963795
GPR22,1.7170739,1.8275265,1.2868,1.0722114,1.5502523,1.6376083,1.7833585,1.177656
SLC26A3,2.1347158,1.8962283,1.7890731,1.5151342,1.1232641,1.8165611,1.7291629,1.6052676
IMMP2L,1.5417068,1.4286145,1.8501397,1.7756116,1.5605866,1.8864965,1.3096236,1.7133532
KCND2,1.669355,1.5003568,1.6400555,1.4514035,1.9721707,1.4527105,1.7734852,1.7176263
CADPS2,1.4467537,1.5091388,1.4793929,1.3150412,1.849574,1.7232292,1.8468375,1.5467466
ATP6V1F,1.3685275,1.2676177,1.5033411,1.6263995,1.4262167,1.6179445,1.4081482,1.2845999
AC016831.7,1.8726863,1.4547471,1.575569,1.724726,1.3059127,1.287761,1.3147845,1.6805698
LINC-PINT,1.9271069,1.5458424,1.5184767,1.1822493,1.989071,1.6811013,1.5907772,1.7039884
PLXNA4,1.4670056,1.4921671,1.5417538,1.3203938,1.5659329,1.5757558,1.6659511,1.4105521
MTPN,1.3504262,1.1240809,1.7174443,1.2872927,1.3389164,1.5950625,1.4711896,2.037884
NDUFB2,1.4976925,1.2773579,1.6368057,1.074331,1.303737,1.4018048,1.5764121,1.4446169
EPHB6,1.5208106,1.6086454,1.3610351,1.2579705,1.6128886,1.9713895,1.512214,1.2252914
CNTNAP2,2.0104508,1.9178047,2.1712687,1.5850455,2.0883915,1.6625729,2.077141,1.9629018
ATP6V0E2,1.4559159,1.1552492,1.2749623,1.6081463,1.5779146,1.6610048,1.0865204,1.5572289
AGAP3,1.375224,1.8397839,1.6478336,1.6643281,1.573813,1.551418,1.6128545,1.4927026
RHEB,1.5704799,1.4922609,1.4864514,1.2431644,1.4472523,1.512581,1.6294035,1.4114021
WDR60,1.5610946,1.6794785,1.3136884,1.5122081,1.9981033,1.3008327,1.6579058,1.7293963
LINC00685,1.2143432,1.7535262,1.4921554,1.6121473,2.3209674,1.7093378,1.3471417,1.3593252
TMSB4X,1.4642246,1.5545743,1.5693586,1.3916751,1.4342378,1.543759,1.8457693,1.6027913
CNKSR2,2.1569147,1.8623542,1.772183,2.0433128,2.0995178,1.5076429,1.2619952,1.7407035
PTCHD1-AS,1.5876939,1.8259417,1.5771637,1.4487249,1.5454129,1.4180996,1.3795106,1.5206095
TSPAN7,1.3467194,1.3301084,1.4535728,1.6025531,1.8112304,1.6391833,1.4676703,1.3965482
BCOR,2.2091115,1.3362672,1.3740275,1.9547491,1.6834854,1.331758,1.8930893,1.3407884
ATP6AP2,1.6658145,1.5269428,1.382738,1.3355281,1.3617947,1.4660465,1.7388709,1.6717216
USP11,1.5954942,1.7709272,1.5867511,1.5564725,1.3877038,1.6207027,2.0840669,1.3685877
SYN1,1.2524056,1.7424144,1.7387824,1.4646974,1.7788975,1.9401102,1.3761864,1.3755909
PCSK1N,1.6742934,1.7553707,1.4160846,1.5133573,1.2574695,1.9953617,1.3895606,1.5404721
SYP,1.2780503,1.3894686,1.8195055,1.6287804,1.817073,1.7333863,1.9174905,1.5109023
NAP1L2,1.4692596,1.2768039,1.3681834,1.2984004,1.5068973,1.2450043,1.4110181,1.491249
XIST,1.3479742,1.490742,1.5143332,1.6116195,1.8410705,1.5074595,1.5738612,1.2750893
JPX,1.7587855,1.693629,1.660023,1.6894131,1.4912875,1.9316638,1.4233638,1.2274411
DDX3P1,1.1803311,1.7334148,1.4894304,1.3973535,1.7801791,1.768006,1.9671569,1.9364835
TTC3P1,1.4803,1.6728362,1.2908871,1.3503469,1.5088582,1.1665193,1.4618671,1.2055464
PCDH11X,1.4224107,1.3687184,1.5881326,1.4554656,1.7842294,1.5375013,1.4979844,1.8919783
RP13-258O15.1,1.5557044,1.4170269,1.948854,1.2736588,1.377179,1.7250226,1.8767717,1.3870937
NAP1L3,2.014572,1.1982343,1.5654948,1.2916765,1.4098049,1.6834184,1.4406376,1.5301083
TCEAL2,1.4920266,1.3027626,1.5180769,1.3508844,1.4313188,1.6673049,1.6856633,1.9086729
BEX5,1.556318,1.7414699,1.305803,1.4112651,1.4408557,1.4888444,1.593775,1.563921
BEX1,1.746036,1.8279432,2.0439901,2.0570326,1.9788164,1.5622405,1.5020338,1.3692138
BEX4,1.241133,1.4879948,1.5480499,1.3203723,1.5329604,1.3064362,1.2595097,1.3098315
BEX2,1.25982,1.57395,1.622965,1.3462565,1.4241197,1.4584122,1.6707959,1.7331272
NGFRAP1,1.6011885,1.7752061,1.2741207,1.7463248,1.5567775,2.0302691,1.694405,1.6691331
PGRMC1,1.4033146,1.2411069,1.6313527,1.3141017,1.5623304,1.3084847,1.2683412,1.3800718
RP3-417G15.1,1.2718625,1.8095477,1.9078168,1.4483798,1.3861228,1.8956819,1.3645067,1.5796936
FAM127A,1.484404,1.6460805,1.4217423,1.6101213,1.4108454,1.5183972,1.3021032,1.5382804
SLC9A6,1.2928772,1.2254564,1.6504045,1.2125317,1.4681271,1.3102387,1.4653519,1.9296173
LINC00632,1.9098983,1.4525037,1.9891567,1.2636241,1.6519367,1.286569,1.9219747,1.4201123
SLITRK4,1.765469,1.369783,1.2824677,1.3955345,1.5611893,1.3291384,1.4492896,1.0654761
FTH1P8,1.6285131,1.7866366,1.5785556,1.7423515,1.4216356,1.445242,1.2715122,1.2502139
IDS,1.8130143,1.6986225,1.8779212,1.5729251,1.6618154,1.4155715,1.4709262,1.3580477
PNMA3,1.6213657,1.3288327,1.3166572,1.5089046,1.7357249,1.5983222,1.7107905,1.3005832
PDZD4,1.4959905,1.4315472,1.5321954,1.1001602,1.3193148,1.6646972,1.6254371,1.7146393
ATP6AP1,1.1632522,1.3272882,1.3563339,1.2608626,1.7782799,1.506763,1.1471674,1.2317246
GDI1,1.5561423,1.4813185,1.5825826,1.4392062,1.538928,2.0158086,1.2367624,1.2116446
ERICH1-AS1,1.7749265,1.6822608,1.6558911,1.6872674,1.8088843,1.8156495,1.475653,1.6572441
DLGAP2,1.6167604,1.6579267,1.5679907,1.7142932,1.4127214,1.8030118,1.6858283,1.7250502
FAM85B,1.9609734,1.3029037,1.2727449,1.5473179,1.3203715,1.5613707,1.4364599,1.1774162
TNKS,1.5902629,1.9907244,1.4648774,1.3492899,1.2328318,1.4635009,1.3634837,1.4133923
LINC00599,1.7217528,1.4775488,1.5210845,1.2213814,1.4435692,1.5365013,1.6123878,1.446106
CTSB,1.3220758,1.3853871,1.3964857,1.6460109,1.6885383,1.3922657,1.3492876,1.3795019
FAM66D,1.6788108,1.3194472,1.4667311,1.1355933,1.2300906,1.4608184,1.5564977,1.4358552
SGCZ,1.886801,1.8422632,1.4125845,1.5458856,1.5339226,1.660062,1.4554849,1.774932
ATP6V1B2,1.4906343,1.1794863,1.5388656,1.2439091,1.3520207,1.233708,1.6440291,1.3660674
DMTN,1.8517836,1.2513837,1.9668541,1.5003939,1.4476448,1.5288585,1.12149,1.5319811
PHYHIP,2.231123,1.4519441,1.5537977,1.7427642,1.536162,1.7016859,1.8930637,1.9489417
RP11-624C23.1,1.7188628,1.5689696,1.1862986,0.9659396,1.6196961,1.5235476,1.4531106,1.4914912
NEFM,1.3491323,1.3733171,1.8259051,1.2403249,1.6907603,1.8718972,1.299243,1.2673397
NEFL,1.4582909,1.4982994,1.3760586,1.6673828,1.460465,1.220032,1.4801403,1.5483006
PNMA2,1.5808183,1.5257916,1.7551779,1.3392012,1.2959979,1.7356813,1.7730688,2.043652
DPYSL2,1.5463183,1.6707734,1.2206093,1.6008605,1.5890087,2.2885401,1.6188307,1.5167454
STMN4,1.8139684,1.6390847,1.3649199,1.8591783,1.1900487,1.7445283,1.3642308,1.406644
CLU,1.4001282,1.6216228,1.6910815,1.58812,1.5430825,1.5264215,1.7117183,1.3337116
FZD3,1.7084255,1.5739921,1.8353161,1.1917822,1.4274687,1.4315385,1.3150833,1.4777625
SARAF,1.2676109,1.250796,1.4625473,1.6446007,1.8466192,1.7968236,1.2857553,1.4945565
PPP2CB,1.578786,1.4967467,2.0744667,1.6848083,1.3068006,1.6250181,1.7299228,1.8639649
NRG1,1.8935275,1.5741203,1.8211579,1.8674897,1.9201334,1.9528856,1.4979298,1.5556698
UNC5D,2.06337,2.4245956,1.6586491,1.5200335,2.3176892,1.3958613,1.6583012,1.522318
VDAC3,1.5111705,1.3604501,2.095207,1.3374223,1.9168162,1.6862932,1.4686182,1.6737338
SNTG1,1.7643539,1.3219641,1.340467,1.9777662,1.7377539,1.8126063,1.7412355,1.5745533
XKR4,1.5902956,1.833515,1.6747742,1.6518326,2.0429747,1.3815672,1.954988,1.6931485
SDCBP,1.6698797,1.2091117,1.3948969,1.3294951,1.9523395,1.6538275,1.4617937,1.4862692
C8orf34,1.6133871,1.7835612,1.3892733,1.4111726,1.2824528,1.4320446,1.1918688,1.5405033
KCNB2,1.2228949,1.2984474,1.613469,1.5779874,1.7128748,2.0973046,2.1403377,1.4709758
FLJ39080,1.5443357,1.2629354,1.1775255,1.0154531,1.3524251,1.5156167,1.8026848,1.3965446
STMN2,1.7458669,2.319617,1.9606682,1.4527941,1.464941,1.3358192,1.8153322,1.7117087
RALYL,1.7511569,2.1141753,1.590182,1.8442377,1.9947865,1.5864875,1.6263399,1.5580844
RP11-586K2.1,1.5653477,1.5152323,1.5871779,1.1407849,1.1004517,1.7222207,1.4905553,1.8043132
NECAB1,1.0812194,1.663325,1.4402771,1.5994855,1.6413826,1.3619736,1.772748,1.6869382
PDP1,1.4152465,1.8577107,1.4124309,1.3346442,1.8710287,1.7640457,1.895541,1.426719
UQCRB,1.5086325,1.594973,1.5967985,1.4865991,1.5690992,1.528731,1.0456896,1.6278632
NIPAL2,1.6460867,1.7216005,1.8484181,1.4763108,1.480482,1.4985968,1.6419843,1.4635333
COX6C,1.5068964,1.3126194,1.4663545,1.3790053,1.6826794,1.4381053,1.445496,1.5970743
YWHAZ,1.654124,1.293704,1.693349,1.7570361,1.2922136,1.4596995,1.6901187,1.852497
ZFPM2,1.7937078,1.9227861,1.389851,1.6680533,1.6420594,1.9497621,1.2646539,1.6591176
RP11-649G15.2,1.4486569,1.3292938,1.2867483,1.3871068,1.4874483,1.3372729,1.7524966,1.877666
RP11-946L20.4,1.3276273,1.341659,1.870665,1.1591222,1.3850104,2.2856624,1.427133,1.827281
