,0,1,2,3,4,5,6,7
GPM6A,1.3595446,1.5446798,1.5717194,2.3712385,2.0389447,3.349607,1.7171814,1.8562073
TENM3,1.5842569,1.2543696,1.4180473,1.5614314,1.6044682,0.98258686,1.1512011,1.45338
TPPP,1.3996857,0.89179194,1.1551198,1.0026397,1.2923751,0.49615452,0.9986291,1.0570375
BASP1,2.105,1.558302,1.7134066,1.6253718,1.5132076,1.4780461,1.6308011,1.5586098
AC091878.1,1.4924734,1.017169,1.8085409,1.1372266,1.3503126,1.0923053,1.2897155,1.5042465
CDH18,1.5180099,1.5525869,1.6270642,1.8280288,1.8042481,3.1586154,1.7715223,1.8095751
CDH10,1.8346457,1.2449023,1.7166656,1.2994815,1.5707985,1.3505414,1.3002306,1.5849898
RP11-116O11.1,1.5020308,0.6435099,1.1252466,1.2292783,1.4953723,0.64206034,0.9518871,1.7565343
CDH9,2.1641734,1.3141793,1.5087042,1.5337889,1.5909829,1.4014733,1.1733686,1.6468625
PDZD2,1.8888866,1.7274795,1.4918674,1.4875536,1.4890023,2.1248057,1.5059323,1.9177674
SUB1,0.9673723,1.0054375,1.5964354,1.2269919,1.4503654,0.91360885,0.9113691,1.2743627
LMBRD2,1.5253068,0.6743009,1.2804056,1.3652722,1.2159274,0.6732081,0.94164884,1.4559087
HMGCS1,1.0403552,0.86605924,1.2632654,1.0839401,1.0482979,0.72100115,0.90409476,1.3429536
PLK2,1.2433373,0.7627699,1.1538482,1.0138197,1.0948399,0.6637511,1.1187063,1.211488
RAB3C,1.1292201,0.95835143,1.4757854,1.4585339,1.4793593,0.87387633,0.9384796,1.4177164
MAST4,1.1626232,1.7676493,1.770148,1.931692,2.1156077,1.7874295,1.3428077,2.1389267
PIK3R1,1.533354,0.9484342,1.5143794,1.4304991,1.5617349,1.4161005,1.199454,1.6659945
MAP1B,1.9739922,1.6126399,1.3682455,1.5840161,1.7140241,2.0700653,1.6791294,1.4708436
ENC1,2.4844964,2.0703497,1.7725922,1.735502,1.9960604,2.2732527,1.6903948,1.8299624
HMGCR,1.4007543,1.0924966,1.0107286,0.81097054,1.1021087,0.62269235,0.7752082,1.1961854
HOMER1,2.7102134,1.5431482,1.7592249,1.7001742,1.3313315,2.1705391,1.4708844,1.9110548
RASGRF2,1.4212981,1.306908,1.7568102,1.5395039,2.361727,1.5302778,1.3817691,1.9164046
CKMT2-AS1,1.4813474,0.7604113,1.246585,0.97291815,1.328849,0.5820632,1.0333817,1.4075713
SSBP2,1.792248,1.3796307,1.6146885,1.6982498,1.4809912,1.0831053,1.3058162,1.380205
COX7C,1.4068323,0.8389438,1.2012362,1.4793057,1.7385404,0.64736867,1.0948445,0.99434525
TMEM161B-AS1,1.6854594,0.98406,2.1740847,1.3836122,1.6085935,1.1258836,1.0747367,1.8891904
MEF2C,2.092966,1.7084192,1.8255386,2.0964565,1.959808,3.8023946,1.8596591,2.1438477
RP11-348J24.2,1.2849008,0.7196863,1.3530219,0.93514967,1.4054374,0.5627781,1.0130155,1.3885145
PAM,1.4229891,1.0625222,1.716278,1.3288008,1.3316064,0.91293615,1.3114878,1.3196293
EFNA5,1.8878614,1.7834817,1.881529,1.6521066,1.6581329,1.7295594,1.2085677,1.646238
PJA2,1.3336573,1.1458987,1.2132427,1.3178192,1.414232,0.9403386,1.1117078,1.4027458
MAN2A1,1.3597565,0.99944764,1.2956841,1.231593,1.7119079,0.66394997,1.2417456,1.5410858
TMEM232,1.6097952,1.0550725,1.576443,1.5421189,1.5286205,1.0312532,1.3570709,1.5844709
NREP,1.5068116,1.3035034,1.3448035,1.6255354,1.4577081,1.0232464,1.1613283,1.6882695
REEP5,1.1122231,0.9069011,1.172581,1.3686596,1.561649,0.52487326,0.90115756,1.3600181
CTC-552D5.1,1.2286237,1.0765289,1.2450718,1.4479929,1.7378002,1.0797769,1.205051,1.4702401
PRR16,1.2340229,1.1367819,1.3273674,1.1960607,1.3361115,0.6954503,0.84883773,1.2865711
ADAMTS19,1.6487993,0.8921437,1.4381875,1.3746864,1.185291,0.6809089,0.9546907,1.6252031
HINT1,1.647466,0.97261435,1.4712415,0.98590565,1.7092726,0.5114372,0.73626626,1.5500937
UQCRQ,1.1611404,0.654141,1.0023785,1.3582222,1.3461093,0.4228734,0.8541957,0.9033028
FSTL4,1.5558847,1.1493835,1.8517154,1.4293647,1.7504739,1.3107263,1.2812203,1.4739311
VDAC1,0.98559785,0.7791656,0.99496084,1.0655438,1.6766709,0.5177945,0.8591871,1.2269455
SKP1,1.2023152,0.9196604,1.5483232,1.0995483,1.2907705,0.70771027,1.2134933,1.4654474
SPOCK1,1.9467807,1.0129224,1.2631758,1.1892961,1.4855764,0.8700857,1.1335976,1.4934728
REEP2,1.3583281,0.8281029,1.0366944,1.1734347,1.6039172,0.5675909,1.1279625,1.1420412
EGR1,0.9911407,0.9310719,1.3866712,0.9602068,1.4931314,0.83992374,0.9705764,1.1775453
CTNNA1,1.4621387,0.6999974,1.0553192,1.1721402,1.0999943,0.5811804,0.82206666,1.1461725
CXXC5,1.5062045,0.7088933,1.0999559,0.77420276,1.2179654,0.5097747,0.63757694,0.93528086
PURA,1.5554211,0.64519364,1.1515589,1.335348,1.2331393,0.61717695,0.88673383,1.1316608
NDFIP1,1.1891482,1.171354,1.479506,1.5371395,1.3686835,0.98028296,1.2522088,1.805824
AC005592.2,1.3079995,0.92364645,1.1546935,1.2795643,1.4405096,0.85713756,1.1167858,1.2470473
FGF1,1.3966956,0.8388606,0.9631429,1.1952581,1.2667737,0.6267055,0.89651775,1.0079484
NR3C1,1.7703278,0.9045465,1.6432713,1.287755,1.8487297,1.0332332,1.2199641,1.2964832
CTB-57H20.1,1.3487226,0.861555,1.3144865,1.1440458,1.4817451,0.85651493,0.9139709,1.6268955
CAMK2A,1.550424,1.3206689,1.46882,1.7615304,1.768573,1.7645365,1.3460706,1.6566256
SYNPO,1.1495295,0.63378644,1.3939437,1.0809984,0.93345237,0.6866179,1.1844398,1.3095374
ANXA6,1.3017459,0.8174433,1.314551,1.0845752,1.1100178,0.61104494,0.7736737,1.622633
GRIA1,1.6468877,1.1820887,1.9335431,1.4111888,1.5796269,1.2558602,1.5532522,1.5482254
RP11-34P1.2,1.511974,0.7410447,1.128669,0.91683656,1.0323246,0.5908319,0.9935137,1.3869305
GABRB2,1.7263536,1.5022857,1.5379554,1.9917824,1.6774311,1.7261285,1.233241,1.4262347
GABRA1,1.6636426,0.8380069,1.4902244,1.3717357,1.5903904,1.1429517,1.0340704,1.3687695
GABRG2,1.50408,0.8756095,1.1611308,1.4494133,1.6192923,0.6417063,1.1488694,1.5660173
SLIT3,1.8895854,1.1729299,1.4224595,1.0741098,1.5361613,0.8863978,0.98171,1.4901116
CPEB4,1.8841708,1.4725372,1.4463053,1.6617512,1.5450952,1.152797,1.0673925,1.4996487
HMP19,1.538542,1.0767834,1.4990119,1.166737,1.1257995,0.9622665,1.0288332,1.3215048
FAM153B,1.77314,1.0493764,1.9188439,1.443794,1.5557802,1.2371213,1.4021406,2.0355358
CLTB,1.2385694,0.70936686,1.2444323,0.99123573,1.4225016,0.4927782,0.61147004,0.9717344
SNCB,1.8270558,1.0110468,1.3939983,1.0644267,1.3468293,0.62239176,0.8515145,1.1701401
FAM153A,1.2907978,0.95577407,1.378149,0.93164456,1.5946596,0.7616486,1.1129675,1.2922796
FAM153C,1.2616211,1.3771951,1.5110644,1.3425344,1.150101,0.7842072,1.4853232,1.5549399
TUBB2A,1.6297439,1.1522025,1.3872006,1.1983086,1.2333531,0.7191585,0.92629236,0.946991
LY86-AS1,1.779895,1.1627438,1.2608932,1.3340368,2.2844775,0.88136536,1.0093554,1.5130332
MAK,1.2645788,0.7115497,1.2082211,1.032992,1.2879817,0.65472895,0.77297306,1.2423487
PHACTR1,1.7919703,2.9726386,1.934006,2.0036938,1.5894315,5.9825006,2.5384386,1.8499148
CAP2,1.469709,1.117452,1.3531476,1.6482391,1.5170398,1.0839311,1.2824179,1.3644471
KIF13A,1.3024988,0.9783665,1.2855283,0.8972952,1.3563416,0.61567056,0.8280264,1.3772119
C6orf62,1.337132,0.6446234,1.397689,0.89034075,0.9731042,0.5737609,0.905886,1.2753272
GABBR1,1.3456783,1.0651896,1.0676553,1.3582493,1.3421935,0.55117893,1.1298791,1.1834836
TUBB,1.3479176,0.9701822,1.204454,0.98577464,1.3833277,0.6371688,0.9388757,0.94609886
HSPA1A,1.3793931,0.5721814,1.4825959,1.0836209,1.0429926,0.5744116,0.79067755,1.2357758
HSPA1B,1.1216654,0.7164455,1.1892146,0.97654164,0.9712399,0.4952663,0.6899357,1.1165676
PRRT1,1.3867726,0.75266325,1.4956807,0.8104579,0.98178244,0.57761693,0.7570375,1.1635257
SYNGAP1,1.6934448,0.7089641,1.482814,1.2904314,1.233828,0.7213558,1.153133,1.0660032
NUDT3,1.3368378,0.6794928,1.3079723,1.004209,1.200904,0.62996584,0.74377686,1.3234075
MTCH1,1.2096872,0.9405215,1.2423091,0.9627239,1.6673119,0.6863037,0.9952083,1.1651657
TMEM63B,1.2279449,0.69272876,0.99342185,1.0786682,1.4291879,0.6294259,0.6527053,0.96500874
HSP90AB1,1.7127869,1.3838922,1.3754796,1.0743831,1.4475577,0.9887912,1.2370868,1.2543248
RCAN2,1.1863606,1.1873535,1.3824391,1.6403825,1.4993745,1.0348529,1.2221386,1.3790306
KHDRBS2,1.7326767,1.96932,2.1103592,1.9398929,2.0130908,4.1367416,2.2846563,2.0621114
EYS,1.2124109,1.0773807,1.0738345,1.4449124,1.0367105,0.6412363,1.1809489,1.6508839
RP3-525N10.2,1.1105053,0.7194064,1.2116798,1.0664939,1.6747606,0.6807336,0.96040815,1.2527468
COL19A1,1.950139,1.0123571,1.0344701,1.2003013,1.450042,0.8361418,1.1157964,1.3639078
RIMS1,1.6238428,1.6159425,1.5066829,1.9236176,1.8798094,2.3771622,1.3610712,1.9978335
EEF1A1,1.2626106,0.67362237,1.1215588,1.0460815,1.5751708,0.536075,0.9382264,1.414455
COX7A2,1.1797016,0.96826255,1.0866663,0.8732477,1.049063,0.49391204,0.8414685,1.1875384
TMEM30A,1.0721027,0.67576873,1.1378969,1.4564312,1.2957671,0.6128926,0.79411644,1.4439291
HMGN3,1.1772945,0.86555624,1.1746371,1.2486831,1.2813046,0.5830817,0.8098062,1.2355534
FUT9,1.5715413,1.323025,1.7520361,1.4380041,1.7794701,1.6642418,1.4611678,2.028238
RP11-436D23.1,1.714596,1.2402189,1.3146647,1.7006412,1.4451044,1.2694578,1.4069269,1.1637169
PNISR,1.3895767,0.9806889,1.8651472,1.3540336,1.4302596,0.95061946,0.88131076,1.7757812
GRIK2,1.9384235,2.0494683,2.0330262,1.7422545,1.7950745,2.155916,1.4152911,1.7578357
WASF1,1.6724228,1.1505767,1.88359,1.3720254,1.3152738,1.023318,1.3978713,1.0520647
RP11-367G18.2,1.4225203,0.86527,1.2751441,1.152117,0.9619941,0.5944882,0.9410596,1.1909283
MARCKS,1.1250716,0.6860596,1.5339718,1.124492,1.0521096,0.4625566,1.0317196,0.9922061
TSPYL4,1.5207499,0.81256175,1.08359,1.0469558,1.0845113,0.5537709,0.8512584,1.1831641
TSPYL1,1.6111565,1.0747018,1.175999,1.4415549,1.3283683,0.7393052,1.020178,1.1696751
MAN1A1,1.4195307,1.1932045,1.2503597,1.4041092,1.7012161,1.1175615,1.1746718,1.2933657
SERINC1,1.4303296,0.96304864,1.1106904,1.2468699,1.4928763,0.6790469,1.1037214,1.4603558
NKAIN2,1.6781076,2.2790442,2.315159,2.4248552,1.9505407,4.061602,1.8945777,1.8900188
PTPRK,1.8274795,1.7032212,1.9276946,1.8723505,1.8176512,2.5100334,1.4581193,1.8465927
LAMA2,1.3144614,0.9161212,1.5260987,1.5149393,1.3772602,0.84330976,1.1226519,1.4153304
AHI1,1.3358288,1.1951296,1.6034037,1.7183255,1.8383216,1.4761977,1.5048362,1.8121135
PDE7B,2.1922266,1.2829397,1.2538526,1.5099856,1.7016035,1.3182964,1.186431,1.5361269
RP13-143G15.4,1.1647775,0.7868913,1.065319,1.1856414,1.7073678,0.6280894,0.9215682,1.1734772
MAP7,1.4435967,1.4221101,1.4039205,1.2289127,1.2242306,1.1469439,1.3680538,1.7117912
HIVEP2,1.851362,1.1382308,1.3554156,1.3766617,1.6643331,0.9576006,1.1895202,1.7322392
GRM1,1.5791156,0.9199142,1.3522139,1.3271581,1.8641825,0.7909359,0.77034295,1.0964375
STXBP5-AS1,1.8059323,1.025271,1.2749438,0.9234483,1.1802523,0.77549624,1.2278569,1.4751776
PCMT1,1.4243529,0.7828607,0.836193,1.0296899,1.2150567,0.6930014,0.9194531,1.2631481
RP11-475C16.1,1.3266956,0.6078001,1.153019,0.77903396,1.3298969,0.5380671,0.84961176,1.542615
ZDHHC14,1.4420401,1.2655007,1.3074309,1.1646788,1.5684122,1.241812,1.1184171,1.0812068
PDE10A,2.0169113,1.4409723,1.4926414,1.4408901,1.9650788,1.5732301,1.4113978,1.6871433
PRKAR1B,1.4790392,1.0560062,1.5571998,1.5167637,1.1509873,0.8417282,0.8654458,1.3674635
INTS1,1.4346613,0.93229175,1.4538577,0.93071157,1.2172292,0.71653724,0.8743816,1.08985
TTYH3,1.2327192,0.78685474,1.6092902,1.1721406,1.1140654,0.61408055,0.7529594,1.2228802
SDK1,1.463846,0.7071126,1.428147,1.5204772,1.579142,1.0755355,1.451418,1.9062296
ACTB,1.8667477,1.3949637,1.5314407,1.7430437,1.1577942,0.92617875,1.3844347,1.0994351
FSCN1,1.3469671,0.659142,0.96911716,0.9670982,0.8851169,0.540026,0.8513663,1.0192142
RAC1,1.2863538,0.9515907,0.96323174,1.3404636,1.2531849,0.63415533,0.90288216,1.1392984
NDUFA4,1.2166045,0.8647467,1.1612662,1.1203225,1.2891147,0.7194697,0.9923886,1.0838923
THSD7A,1.2085721,0.9183247,1.0724812,1.3336214,1.2683485,0.8462235,1.0463,1.5853362
AC011288.2,1.8214145,2.2710295,1.9645565,1.8481196,1.7725728,3.5513432,1.8391647,2.1664805
HDAC9,1.8467052,1.7287617,1.7309302,1.6124458,1.5033292,2.4842346,1.6242923,1.6269565
TMEM196,1.1402948,0.6275511,1.0373805,1.2217776,1.224442,0.65027255,1.1268637,1.7656531
TOMM7,1.2329129,0.8292868,1.3298026,1.3000569,1.1164211,0.6568209,0.83971405,1.1384249
CYCS,1.0742021,0.72997177,1.0959795,0.96874917,1.2299078,0.5566469,0.96668625,1.1792305
SNX10,1.7034649,0.7554249,1.5453594,1.3312722,1.5845475,0.6606059,0.92783904,1.0743972
MTURN,1.2722903,0.8813143,0.9683856,1.3448175,1.1499966,0.5844762,0.8275114,1.2298328
BMPER,1.5945683,0.91798455,1.1111253,1.6337498,1.478801,1.1169094,1.0922338,1.668671
SEPT7,1.4271277,1.0464895,1.2494603,1.9114966,1.5165801,1.0878942,1.5558748,1.6677189
AMPH,1.4867773,1.0940456,1.4037491,1.2244197,1.4713094,0.85056746,1.1010026,1.6077504
POU6F2,1.6036402,1.2438349,1.7776672,1.4948595,1.5365812,1.1663975,1.2751232,1.5304062
CAMK2B,1.4872596,1.3333069,1.5611401,1.0196061,1.285539,1.1337693,1.1654477,1.303721
AC004453.8,1.6188314,0.95869094,1.2773806,1.030917,0.9601402,0.628219,0.9891612,1.0287703
PPIA,1.7757854,1.3317218,1.5026557,1.3459141,1.5234116,0.7393405,1.2678599,1.6717342
CHCHD2,1.3117408,0.65961164,1.1073163,1.0826497,1.4451351,0.69160265,1.003121,1.2246675
RP11-166O4.1,1.1137694,0.93923336,0.8723447,1.0097634,1.2296393,0.6580879,0.88289183,1.3271713
AUTS2,2.044711,1.7721078,1.7384174,1.8333248,2.037422,2.754405,1.7574917,1.8342963
CALN1,1.4120588,1.0476211,1.3372554,1.0077941,1.8682606,0.8939665,1.2030097,1.7521496
STX1A,1.6644143,0.8027486,1.3371938,1.2009904,1.3443141,0.7909996,0.79067034,1.3232967
HIP1,0.9505294,0.6606857,0.91667217,1.0878189,1.1490433,0.659988,0.65091693,1.4217166
RHBDD2,1.2780124,0.6467267,1.3633949,1.2662773,1.3187606,0.99258775,0.64009076,1.5336477
HSPB1,1.3685602,0.7821539,1.1307652,1.2129387,1.2982793,0.6201591,0.8501896,0.8754428
YWHAG,1.467513,1.1097611,1.5305645,1.3657429,2.0258121,0.98339874,1.0771408,1.4813769
PCLO,1.9122477,1.5989921,1.9756851,1.8816733,1.8849674,1.629467,1.5482402,1.8666115
GRM3,1.3637406,1.1645751,1.444855,1.5482439,1.611867,1.3119978,1.2668387,1.5314598
ABCB1,1.3876776,0.7986646,1.1020072,1.2038007,1.4215077,0.42881897,0.988679,1.1612725
ZNF804B,1.6542948,1.1363539,1.843924,1.4514387,1.568659,1.7281314,1.3552155,1.6903275
NPTX2,1.2565327,0.69388306,1.6144083,0.88856095,1.23823,0.5206603,0.9746454,1.3203309
TMEM130,1.6512778,0.843321,1.8738527,1.1014198,1.3110678,0.63497716,0.89139867,1.2012116
SPDYE3,1.2361509,0.750829,1.4783128,0.8828403,1.3619174,0.5838218,0.9955122,1.0969957
GNB2,1.181674,0.69582826,1.0423075,0.9534532,1.163859,0.5685833,0.8421228,1.1048045
AP1S1,1.2849528,0.87597567,1.155576,1.3136475,1.3385941,0.535179,0.95958626,1.0441915
VGF,1.5841331,1.0126399,1.1296202,1.1227776,1.0264779,0.5419328,0.9617024,1.1001394
COL26A1,1.3508656,0.97925836,1.4382125,1.5772101,1.75106,0.8882784,1.0711793,1.791487
SPDYE2,1.2911139,0.749552,1.3590014,0.9911701,1.2295133,0.6860016,0.8978824,1.6285812
POLR2J2,1.5379133,0.49123102,1.1576418,1.0504314,1.004939,0.58830315,1.008446,1.3459269
GPR22,1.0913773,0.7562318,1.15024,0.9952542,1.1368701,0.4728336,1.088274,1.1346551
SLC26A3,1.9439429,1.4647838,2.0316494,1.4975517,1.4675233,2.115342,1.704579,1.9426899
IMMP2L,1.5584081,1.2041337,1.4892199,1.4304088,1.3606546,1.0138419,1.3582115,1.7850208
KCND2,1.6173279,1.6128256,1.7412668,1.6415719,1.5808109,2.170848,1.9472346,1.5097419
CADPS2,1.6689031,1.1039891,1.1263568,1.5709635,1.5504215,1.4251947,1.4075575,1.9479321
ATP6V1F,1.4570197,0.87865156,1.379034,0.8449523,1.3494895,0.7525542,1.1053282,1.1021631
AC016831.7,1.4849571,0.78631383,1.1059043,1.2675934,1.2871333,0.7755949,0.849299,0.9752874
LINC-PINT,1.4346447,1.3909204,1.5916793,1.782986,1.6480343,1.6838679,1.0927122,1.4902765
PLXNA4,1.6809983,0.96019316,1.6288377,1.2840123,1.1089648,1.008771,1.3588595,1.5987402
MTPN,1.1880394,0.61399674,1.2564121,1.1956763,1.0997703,0.6109857,1.0967599,1.359852
NDUFB2,1.1714983,0.77582824,1.1759341,1.0851988,1.140881,0.44486943,0.92344725,1.1248004
EPHB6,1.1995821,1.0086203,1.1525435,0.8157507,1.2138517,0.65756375,0.8627563,1.1721661
CNTNAP2,2.1513796,3.3870869,2.90642,2.260999,1.7795854,8.533752,2.3929915,2.059796
ATP6V0E2,1.1367815,0.9194736,1.0845749,1.1249677,1.132912,0.62263703,0.88922167,1.2907907
AGAP3,1.3263147,1.0315856,1.1841011,0.94566184,1.4830017,0.42610744,0.831166,1.5186987
RHEB,1.1663021,0.78648067,1.2422072,1.1066767,1.3249414,0.49049723,0.85304594,1.1357746
WDR60,1.2890749,1.0197375,1.4605844,1.2076035,2.020409,0.82371885,0.7957874,1.7710135
LINC00685,1.3326951,0.6308648,1.2980224,0.993746,1.299809,0.53666246,0.71075684,1.1809316
TMSB4X,2.0043106,1.4913673,1.6513094,2.0575118,1.4757715,1.2577205,1.4875116,1.7022705
CNKSR2,1.6981279,1.275055,1.8506911,1.5001448,1.7151971,1.7586364,1.6022651,1.9279642
PTCHD1-AS,1.2760183,0.82594115,1.5215745,1.2158836,1.2265953,0.8584095,1.0414842,1.420154
TSPAN7,1.2997956,1.1308247,1.4409962,1.3876457,1.1364728,0.8985993,1.1099735,1.1892048
BCOR,1.5829225,1.3738145,1.1742731,1.1912549,1.3926075,0.9099421,1.3073347,1.6594605
ATP6AP2,1.7044877,0.9871053,1.3413523,1.4101788,1.1567014,0.8262126,1.0625725,1.3236345
USP11,1.4567398,0.87010145,1.1525611,0.956038,1.3143293,0.58671784,1.0186116,1.5510938
SYN1,1.437334,0.9032283,0.9264933,1.2148995,1.560361,0.62783223,0.86436456,1.0560322
PCSK1N,1.3428186,0.7638876,1.3943241,1.2310674,1.9352704,0.615495,0.8798605,1.3627542
SYP,1.5319726,1.5343288,1.4787731,1.6281486,1.682899,1.3116246,1.1402274,1.5361964
NAP1L2,1.3596134,0.8350597,0.90207934,0.8821366,1.5902282,0.5459743,0.8659093,1.530474
XIST,1.3666203,0.9778088,1.6334616,1.3252921,1.7230434,0.8323054,1.1259755,1.2603503
JPX,1.5780603,0.8145145,1.5445161,1.0596323,1.4796641,0.5507179,0.90751797,1.385874
DDX3P1,1.140221,0.8450657,1.2183099,1.100851,1.0648572,0.455038,0.8785867,1.2554283
TTC3P1,1.4728208,0.6286269,1.2614815,0.9721697,1.0407457,0.71553606,1.1497483,1.4541525
PCDH11X,1.4968277,0.61877877,1.0716535,1.1730047,1.5454084,0.7741973,1.114375,1.5800961
RP13-258O15.1,1.6004796,0.79259515,0.9844659,1.3353436,1.5001863,0.5399635,0.91046554,1.1921442
NAP1L3,1.1549509,0.88274944,1.0105197,0.9167096,1.2304599,0.6196668,0.79951257,1.2283497
TCEAL2,1.1908962,0.69082063,1.1443553,0.8016064,1.1138958,0.5423946,0.894608,0.9883
BEX5,1.2682854,0.67211837,1.2866114,0.94056684,1.2949183,0.63336414,1.0852277,1.403185
BEX1,1.5940609,1.0442672,1.0613194,1.3632333,1.7026457,1.0361335,1.0389048,1.421961
BEX4,1.2076606,0.753217,1.3722814,1.2604599,1.4285388,0.63115877,0.8696333,1.0393558
BEX2,1.1289567,1.0080808,1.0916255,1.229731,1.4104426,0.67253256,1.0162563,1.1814414
NGFRAP1,1.7467571,1.1466315,1.5563328,1.2204796,1.4348707,0.9244788,1.351752,1.4574232
PGRMC1,1.2550514,0.8975505,0.8965449,1.2959814,1.240494,0.69884306,0.82989913,1.4569985
RP3-417G15.1,1.1724857,0.74086756,1.2214034,0.93924856,1.1257312,0.664569,0.8255319,0.8391188
FAM127A,1.2682849,1.0953199,1.2416188,0.9212426,1.1778388,0.5399126,0.9000718,1.0230213
SLC9A6,1.4437782,0.58927095,1.0624975,1.6239191,1.4835,0.5720153,0.7162849,0.96453077
LINC00632,1.5177549,1.2906634,1.4555962,1.3051542,1.7859991,1.159478,1.4083741,1.5945936
SLITRK4,1.2099482,0.94789946,0.9845734,1.1505592,1.2119881,0.62534183,1.1079673,1.2097837
FTH1P8,1.5850537,0.7183129,1.0198545,0.93612593,1.088464,0.53471386,0.84260166,1.1621047
IDS,1.1792171,0.8465215,1.4609729,1.5554081,1.4121093,1.1251644,1.2362294,1.4283285
PNMA3,1.6992458,0.5564981,0.9656709,1.0412751,1.1332829,0.5616344,1.1068388,1.4267476
PDZD4,1.7378839,0.7399338,1.1224209,1.0488176,1.2534802,0.6472832,1.1437768,1.2614973
ATP6AP1,1.7868364,0.7869811,1.0313956,0.94518834,1.1519532,0.68366987,0.832986,1.1754899
GDI1,1.2878692,1.0238796,1.4345973,1.2885778,1.2901684,0.851866,1.0845206,1.6282486
ERICH1-AS1,1.5712179,1.399768,1.7028943,1.1614016,1.6247405,1.8238168,1.4228952,1.8073775
DLGAP2,1.6521386,1.0771686,1.3843104,1.3563737,1.351719,1.2746357,1.4501059,1.380034
FAM85B,1.4305654,0.87668544,1.0746651,1.2231157,1.0663239,0.7608094,0.8649757,1.1540296
TNKS,1.511147,1.2522699,1.3838531,1.5202293,1.7657559,0.8357062,1.1834081,1.5940584
LINC00599,1.3704392,0.9378036,1.5051061,1.341868,1.2149677,0.6917911,0.9691339,1.420082
CTSB,1.3127087,0.6490736,1.2103004,1.2202431,1.3570268,0.5179904,0.7249764,1.0609227
FAM66D,1.473858,0.86867505,1.4025261,1.1110938,1.6407897,0.5679896,0.8904893,1.3532572
SGCZ,1.5783904,1.4989924,1.9961802,1.486079,1.7438962,1.8322291,1.2977214,1.2711226
ATP6V1B2,1.4539343,0.9530345,1.4515868,1.1785905,1.2519143,0.6970798,0.96081305,1.2776074
DMTN,1.1838353,0.9104292,1.1049763,1.1447589,1.1851447,0.6162912,0.9756884,0.96723205
PHYHIP,1.5224432,1.038131,1.4308405,0.8914609,1.7512014,1.0893954,1.058936,1.705653
RP11-624C23.1,1.2154841,0.75001264,1.2071912,1.1505926,1.2517496,0.71954304,1.0211132,1.0488274
NEFM,1.4038141,0.9370598,0.791962,1.0802004,1.3112532,0.5841227,0.9094673,1.418497
NEFL,1.3556893,1.2419773,1.4615932,1.5487543,1.1424801,0.75455636,0.9951515,1.4269437
PNMA2,1.2967132,0.89562654,1.2061183,0.8932684,1.1934927,0.7041993,0.90321106,1.50828
DPYSL2,1.6971242,1.3016361,1.6958573,1.8943268,1.5552554,1.2453727,1.0178493,1.8217518
STMN4,1.5129343,0.99619603,1.1768389,0.9940468,1.336505,0.38094774,1.1644958,1.1301636
CLU,1.4643152,1.3220905,1.0268012,1.4844272,1.3881466,0.71715236,1.0779495,1.4835588
FZD3,1.5534457,0.8581551,1.489036,1.2808511,1.614515,0.88637596,1.4488337,1.4362955
SARAF,1.4267648,1.0798976,1.6357179,1.244829,1.2676673,0.77672005,1.012512,1.2607753
PPP2CB,1.2054563,0.71216565,1.22258,1.5458275,1.171043,0.5939511,0.87065196,1.3405133
NRG1,1.9872115,1.7173867,1.7961453,1.6515917,2.1220508,2.6047924,1.7158904,1.7033991
UNC5D,1.8186398,1.6688288,1.7038939,2.0394487,1.5953894,2.4257073,1.7694525,2.1360822
VDAC3,1.6244216,0.8590319,0.9577599,1.1248792,1.4946603,0.64001346,1.0083998,1.4943125
SNTG1,1.7160698,1.8413173,2.2282782,2.1268184,1.6829561,4.322531,2.0367823,1.8310286
XKR4,1.9429666,1.5867727,1.4769468,1.655619,1.7476735,1.627256,1.3000929,1.6411085
SDCBP,1.3204714,0.7715032,1.2955759,0.9811445,1.0865604,0.5642838,0.90451247,1.2726421
C8orf34,1.2720087,0.91414505,1.3923621,0.7597951,1.3979431,0.71458733,0.87896,1.2188778
KCNB2,1.6901903,1.5123026,1.4177098,1.44349,1.5523646,1.3492937,1.3139006,1.4516373
FLJ39080,0.98271376,0.7179814,1.4225266,1.2964369,1.331988,0.71044683,1.1734895,1.1738125
STMN2,1.4763445,0.9269368,1.4506638,1.5837562,1.2039713,0.90003073,1.3318483,1.3728973
RALYL,1.7686443,2.260832,2.2600791,2.2027037,1.7807254,4.5276017,1.7508451,1.6976542
RP11-586K2.1,1.5187624,1.044226,1.4960469,1.4310411,1.6172929,1.2643976,1.2569675,1.6326407
NECAB1,1.5277642,1.2836584,1.901329,1.2640452,1.6642897,1.5483167,1.3602502,1.6917548
PDP1,1.3558073,0.99403274,1.4549139,1.4781336,1.236996,0.73654234,1.1886318,1.6588256
UQCRB,0.9748422,0.80896574,1.3806001,1.3712947,0.9404623,0.57457906,1.2865294,1.2475225
NIPAL2,1.4305435,0.82945377,1.3828278,1.1750072,1.3432837,0.8665943,0.96323854,1.4323176
COX6C,1.1918236,0.682229,1.5626526,1.316226,1.2154491,0.66745305,0.9658347,1.0017694
YWHAZ,1.5508323,1.4801974,1.4666095,1.3529972,1.9398711,0.99075836,1.4092771,1.9144536
ZFPM2,1.6177446,1.2381308,1.8106447,1.572274,1.6187348,1.4232806,1.4354124,1.9858599
