variable,value,log_value,log_variable
20,0.508915901184082,-0.29335397929252394,1.3010299956639813
20,0.5138978958129883,-0.2891231605570512,1.3010299956639813
20,0.6865720748901367,-0.16331386471416276,1.3010299956639813
20,0.5377788543701172,-0.26939627836954083,1.3010299956639813
20,1.4382078647613525,0.15782165933950426,1.3010299956639813
20,0.5019519329071045,-0.2993378690555494,1.3010299956639813
20,0.5019881725311279,-0.29930651525533514,1.3010299956639813
20,0.5275259017944336,-0.2777562114232112,1.3010299956639813
20,0.48737215995788574,-0.3121392825415055,1.3010299956639813
20,0.9815042018890381,-0.00810783681454388,1.3010299956639813
20,0.8388571739196777,-0.07631197702449702,1.3010299956639813
20,0.475527286529541,-0.3228245574874376,1.3010299956639813
20,0.5362451076507568,-0.2706366570076335,1.3010299956639813
20,0.5040030479431152,-0.29756683716385257,1.3010299956639813
20,0.8681230545043945,-0.061418710187081296,1.3010299956639813
20,0.571037769317627,-0.24333516589818238,1.3010299956639813
20,0.5099258422851562,-0.2924929780747862,1.3010299956639813
20,0.5527141094207764,-0.257499448815414,1.3010299956639813
20,0.51375412940979,-0.2892446743661362,1.3010299956639813
20,0.5177299976348877,-0.28589667096584637,1.3010299956639813
20,0.4774777889251709,-0.3210468259055527,1.3010299956639813
20,0.5319709777832031,-0.2741120604350616,1.3010299956639813
20,0.4775989055633545,-0.32093667708040535,1.3010299956639813
20,1.1546478271484375,0.062449542627762165,1.3010299956639813
20,0.4787940979003906,-0.31985121178503073,1.3010299956639813
20,1.8253428936004639,0.2613444593736197,1.3010299956639813
20,0.5644149780273438,-0.2484014697789342,1.3010299956639813
20,0.5473229885101318,-0.2617563103566244,1.3010299956639813
20,0.46898889541625977,-0.3288374402626066,1.3010299956639813
20,0.5011568069458008,-0.30002636647565084,1.3010299956639813
20,0.557844877243042,-0.25348655074577314,1.3010299956639813
20,0.5745561122894287,-0.24066755084401265,1.3010299956639813
20,0.4703071117401123,-0.3276184540284573,1.3010299956639813
20,0.47963809967041016,-0.31908632636671275,1.3010299956639813
20,0.7614428997039795,-0.11836265867496737,1.3010299956639813
20,0.9232120513916016,-0.03469853497396887,1.3010299956639813
20,0.6323041915893555,-0.1990739392083004,1.3010299956639813
20,0.4897477626800537,-0.31002753932082444,1.3010299956639813
20,0.495391845703125,-0.30505114630747376,1.3010299956639813
20,0.5198278427124023,-0.2841404627870624,1.3010299956639813
20,0.5218067169189453,-0.2824903347757404,1.3010299956639813
20,0.5968000888824463,-0.22417112085517132,1.3010299956639813
20,0.5342667102813721,-0.27224188550549683,1.3010299956639813
20,0.5102591514587402,-0.29220919750382424,1.3010299956639813
20,0.6625790596008301,-0.17876229384421377,1.3010299956639813
20,0.5293231010437012,-0.27627915184875335,1.3010299956639813
20,2.0318899154663086,0.307900174871423,1.3010299956639813
20,0.47947096824645996,-0.31923768403465047,1.3010299956639813
20,0.49645423889160156,-0.3041207768015859,1.3010299956639813
20,0.83132004737854,-0.08023174631045155,1.3010299956639813
100,0.5646500587463379,-0.24822062233930747,2.0
100,0.5665907859802246,-0.246730492347318,2.0
100,0.518883228302002,-0.28493036664099164,2.0
100,0.4939279556274414,-0.3063363926860962,2.0
100,2.118687152862549,0.3260668331543261,2.0
100,1.3831689357757568,0.14087522667081995,2.0
100,0.603999137878418,-0.21896368127110827,2.0
100,0.499251127243042,-0.3016809458766284,2.0
100,2.644774913787842,0.4223887168780144,2.0
100,0.9139719009399414,-0.039067155966733345,2.0
100,0.6438300609588623,-0.19122874960789474,2.0
100,0.6041808128356934,-0.21883307087322382,2.0
100,0.5097241401672363,-0.2926647980511525,2.0
100,0.5467007160186768,-0.26225035730881485,2.0
100,0.4989809989929199,-0.3019159918307997,2.0
100,0.5828948020935059,-0.23440981744118808,2.0
100,0.6706039905548096,-0.17353386654874808,2.0
100,4.193382024765015,0.6225644292267873,2.0
100,0.5244958400726318,-0.2802579519712156,2.0
100,0.5510959625244141,-0.2587727707197495,2.0
100,1.1564319133758545,0.06312006813506983,2.0
100,0.6225779056549072,-0.20580629583213678,2.0
100,0.5107812881469727,-0.29176502096885243,2.0
100,0.5721070766448975,-0.24252268022101,2.0
100,0.6307370662689209,-0.20015164624935497,2.0
100,0.8450047969818115,-0.0731408256102873,2.0
100,0.6058878898620605,-0.2176077278445206,2.0
100,0.7009022235870361,-0.15434256223068307,2.0
100,0.6994602680206299,-0.155236950034872,2.0
100,4.1425697803497314,0.6172698327137258,2.0
100,0.6053481101989746,-0.21799480904856125,2.0
100,0.6124200820922852,-0.2129505766301004,2.0
100,0.6914560794830322,-0.16023540057844807,2.0
100,0.6189320087432861,-0.208357056714009,2.0
100,0.502953052520752,-0.29847255168908354,2.0
100,0.561129093170166,-0.25093721360680565,2.0
100,1.3772101402282715,0.1390002117010726,2.0
100,0.9979720115661621,-0.0008816384649533424,2.0
100,0.5323610305786133,-0.27379374287446884,2.0
100,3.009813070297241,0.4785395238133279,2.0
100,0.488314151763916,-0.31130068930604976,2.0
100,1.8531439304351807,0.2679091515187158,2.0
100,0.48390913009643555,-0.31523618381595764,2.0
100,0.6895511150360107,-0.1614335349191994,2.0
100,0.534998893737793,-0.27164711600506836,2.0
100,0.593977689743042,-0.22622986714582954,2.0
100,0.8482398986816406,-0.07148130347529316,2.0
100,2.958698034286499,0.47110064318190026,2.0
100,0.6397428512573242,-0.19399455839402885,2.0
100,0.5304346084594727,-0.2753681479278739,2.0
250,4.1744959354400635,0.6206040425326608,2.3979400086720375
250,0.6056721210479736,-0.2177624163543288,2.3979400086720375
250,0.8914251327514648,-0.049915125621834415,2.3979400086720375
250,2.3821940422058105,0.37697713415220385,2.3979400086720375
250,1.0119123458862305,0.005142894572324529,2.3979400086720375
250,7.170568943023682,0.8555536157811768,2.3979400086720375
250,25.089100122451782,1.399485084636166,2.3979400086720375
250,0.6054871082305908,-0.21789509923260497,2.3979400086720375
250,0.6601901054382324,-0.1803309889208512,2.3979400086720375
250,0.7818889617919922,-0.10685491791843424,2.3979400086720375
250,0.5182600021362305,-0.2854523075058725,2.3979400086720375
250,0.7864220142364502,-0.10434433784174348,2.3979400086720375
250,0.9101641178131104,-0.04088029005896052,2.3979400086720375
250,18.602039098739624,1.2695605528626581,2.3979400086720375
250,0.8652069568634033,-0.06287999719036569,2.3979400086720375
250,0.7415878772735596,-0.12983737821122726,2.3979400086720375
250,1.465195894241333,0.16589569301814788,2.3979400086720375
250,0.5760900974273682,-0.23950958991774138,2.3979400086720375
250,0.9945111274719238,-0.0023903532407841877,2.3979400086720375
250,2.8011581897735596,0.4473376354232969,2.3979400086720375
250,2.504693031311035,0.39875450745805113,2.3979400086720375
250,0.6622300148010254,-0.1789911392483233,2.3979400086720375
250,3.459817886352539,0.5390532395344872,2.3979400086720375
250,1.1820299625396729,0.0726284853444909,2.3979400086720375
250,1.163595199584961,0.06580192089569645,2.3979400086720375
250,0.6109170913696289,-0.21401772462460147,2.3979400086720375
250,0.9500889778137207,-0.022235720222757036,2.3979400086720375
250,0.5425069332122803,-0.26559470718156275,2.3979400086720375
250,0.5199038982391357,-0.28407692621443215,2.3979400086720375
250,0.5887749195098877,-0.23005069824672955,2.3979400086720375
250,0.6102206707000732,-0.21451308509261177,2.3979400086720375
250,1.0212299823760986,0.009123556807249085,2.3979400086720375
250,0.7891628742218018,-0.10283335410897902,2.3979400086720375
250,1.4261701107025146,0.15417133037785352,2.3979400086720375
250,0.6033871173858643,-0.21940396646457297,2.3979400086720375
250,0.8012659549713135,-0.09622330962662067,2.3979400086720375
250,0.8425490856170654,-0.07440478838937799,2.3979400086720375
250,0.9942271709442139,-0.002514372327680735,2.3979400086720375
250,1.5139751434326172,0.18011874494036167,2.3979400086720375
250,0.5662791728973389,-0.24696941093587926,2.3979400086720375
250,0.6806061267852783,-0.1671041457235156,2.3979400086720375
250,0.5259332656860352,-0.27906935885572515,2.3979400086720375
250,0.6865520477294922,-0.16332653317612253,2.3979400086720375
250,0.6404321193695068,-0.19352689518631555,2.3979400086720375
250,0.6394968032836914,-0.1941616221309457,2.3979400086720375
250,0.6898939609527588,-0.1612176566715702,2.3979400086720375
250,0.9264791011810303,-0.03316437272298282,2.3979400086720375
250,0.8332469463348389,-0.07922626925742232,2.3979400086720375
250,2.5624139308929443,0.40864928675999873,2.3979400086720375
250,0.5193018913269043,-0.2845800956769594,2.3979400086720375
500,0.6041090488433838,-0.21888465900101417,2.6989700043360187
500,1.1878957748413086,0.07477833761742116,2.6989700043360187
500,0.5764868259429932,-0.23921061288903187,2.6989700043360187
500,1.5210440158843994,0.18214178182362387,2.6989700043360187
500,0.5895159244537354,-0.22950445891668692,2.6989700043360187
500,0.6255800724029541,-0.20371709400075808,2.6989700043360187
500,2.2376902103424072,0.34979996188340223,2.6989700043360187
500,15.605108976364136,1.1932668058541773,2.6989700043360187
500,0.5772919654846191,-0.2386044867937234,2.6989700043360187
500,7.196042060852051,0.8570936931313465,2.6989700043360187
500,0.5262281894683838,-0.2788258909469112,2.6989700043360187
500,1.0293171405792236,0.012549204872398962,2.6989700043360187
500,1.0365519523620605,0.015591073973277442,2.6989700043360187
500,1.20090913772583,0.07951014938701843,2.6989700043360187
500,0.5047109127044678,-0.29695730498278633,2.6989700043360187
500,0.6249289512634277,-0.20416935518104562,2.6989700043360187
500,0.7194921970367432,-0.14297391166797463,2.6989700043360187
500,0.5562622547149658,-0.2547204081971482,2.6989700043360187
500,1.3133342266082764,0.11837526249493198,2.6989700043360187
500,0.9653611183166504,-0.01531019716905725,2.6989700043360187
500,0.528439998626709,-0.2770043172395355,2.6989700043360187
500,0.8662142753601074,-0.062374663299508956,2.6989700043360187
500,1.7503023147583008,0.24311306713890113,2.6989700043360187
500,1.0020759105682373,0.0009006220224164112,2.6989700043360187
500,26.948301076889038,1.4305313908144208,2.6989700043360187
500,0.5036349296569824,-0.2978841569771616,2.6989700043360187
500,0.8579490184783936,-0.0665385182717338,2.6989700043360187
500,1.533442735671997,0.1856675624860843,2.6989700043360187
500,0.5964560508728027,-0.22442155126707594,2.6989700043360187
500,1.369922161102295,0.13669589127017923,2.6989700043360187
500,0.8288350105285645,-0.0815319123307105,2.6989700043360187
500,0.769946813583374,-0.11353927400289004,2.6989700043360187
500,0.7658631801605225,-0.11584880922982653,2.6989700043360187
500,0.5703079700469971,-0.243890559112343,2.6989700043360187
500,26.88106417655945,1.4294464577173243,2.6989700043360187
500,0.5625338554382324,-0.24985133492762288,2.6989700043360187
500,8.665134906768799,0.9377753285974456,2.6989700043360187
500,0.9580540657043457,-0.01860998176225798,2.6989700043360187
500,27.081398963928223,1.4326710952650081,2.6989700043360187
500,0.6853621006011963,-0.1640799150139009,2.6989700043360187
500,0.762709379196167,-0.11764091296870757,2.6989700043360187
500,0.5569169521331787,-0.25420956231163316,2.6989700043360187
500,0.733112096786499,-0.134829614317019,2.6989700043360187
500,0.8596348762512207,-0.06568597305938116,2.6989700043360187
500,0.5438110828399658,-0.2645519457606664,2.6989700043360187
500,0.8076581954956055,-0.09277239568179389,2.6989700043360187
